index	wifi_id	ts	area	dwell_time
119	3137	1483235845	max	1535
122	3137	1483235866	out	523
123	3137	1483235866	in	523
124	3137	1483235866	sensor5	92
125	3137	1483235866	center	523
126	3137	1483235866	bcd	343
134	3137	1483235958	sensor5	250
159	3137	1483236209	sensor2	180
281	3137	1483238154	max	12
493	1362	1483240528	max	2031
494	1362	1483240528	out	2021
500	1362	1483240542	in	42
607	28583	1483241648	max	44
610	28583	1483241689	out	2
618	1362	1483241808	center	671
619	1362	1483241808	bcd	3
620	1362	1483241808	sensor5	3
621	1362	1483241808	in	671
622	1362	1483241813	out1	666
721	12196	1483243047	max	30
916	20244	1483244635	max	32
1969	24843	1483249519	max	7
1970	24843	1483249519	out	4
2361	20244	1483251069	out	23
2362	20244	1483251069	max	24
2746	43249	1483252596	max	65
5872	39644	1483262700	max	1262
5880	39644	1483262744	out	1217
6563	38418	1483266181	max	33
6564	38418	1483266182	out	23
6674	38418	1483266982	out	49
6675	38418	1483266982	max	60
6978	39644	1483268387	max	641
6983	39644	1483268392	out	620
7000	39644	1483268450	jk3	381
7001	39644	1483268450	jk2	380
7002	39644	1483268450	jk	380
7003	39644	1483268450	in	498
7004	39644	1483268450	center	498
7005	39644	1483268451	indi-brand	380
7006	39644	1483268451	indi-brand2	380
7007	39644	1483268451	sensor18	8
7008	39644	1483268459	ghi	460
7009	39644	1483268459	ef	400
7010	39644	1483268460	bcd	488
7011	39644	1483268460	sensor5	371
7122	39644	1483268832	sensor9	26
7125	39644	1483268859	sensor2	59
7132	39644	1483268919	sensor14	29
7221	45466	1483269652	max	255
7228	45466	1483269693	out	207
7421	42314	1483271042	max	850
7534	42314	1483271651	out	241
8069	31068	1483321343	max	167
8070	31068	1483321343	out	166
8222	32946	1483323421	max	44
8489	33547	1483327408	max	19
8601	47649	1483328295	max	629
8602	47649	1483328296	out	594
8612	47649	1483328324	center	67
8613	47649	1483328324	sensor10	31
8614	47649	1483328324	in	70
8622	47649	1483328356	sensor7	2
8623	47649	1483328356	ef	10
8626	47649	1483328358	sensor16	7
8627	47649	1483328366	sensor7	14
8630	47649	1483328381	sensor5	9
8631	47649	1483328381	bcd	10
9000	23657	1483330807	max	2
9473	5078	1483333971	max	501
9474	5078	1483333983	out	489
9670	27963	1483335674	max	142
9671	27963	1483335674	out	96
9885	27562	1483336892	max	724
9888	27562	1483336898	out	711
9913	30090	1483337144	max	101
9914	30090	1483337150	out	65
9920	27562	1483337237	center	156
9921	27562	1483337237	bcd	156
9922	27562	1483337237	sensor5	39
9923	27562	1483337237	in	187
9938	27562	1483337276	k-fashion	4
9939	27562	1483337276	sensor12	4
9940	27562	1483337281	sensor12	29
9944	27562	1483337311	sensor15	3
9945	27562	1483337311	ghi	72
9947	27562	1483337315	sensor14	2
9948	27562	1483337317	sensor6	6
9949	27562	1483337324	sensor7	19
9950	27562	1483337324	ef	49
9952	27562	1483337343	out2	3
9953	27562	1483337347	sensor10	16
9955	27562	1483337363	sensor3	11
9956	27562	1483337375	sensor6	6
9957	27562	1483337381	sensor15	2
9958	27562	1483337384	sensor14	9
9960	27562	1483337395	out1	12
10118	14953	1483338304	max	354
10119	14953	1483338304	out	8
10175	30090	1483338555	max	471
10182	30090	1483338565	out	454
10233	27963	1483338850	max	126
10239	27963	1483338884	out	75
10267	27562	1483338995	max	52
10269	27562	1483339000	out	11
10509	7211	1483340153	max	1471
10579	7211	1483340559	out	1061
10580	7211	1483340566	sensor1	39
10581	7211	1483340566	in	1000
10582	7211	1483340566	fitting1	39
10588	7211	1483340606	sensor1	18
10590	7211	1483340624	sensor5	94
10591	7211	1483340624	center	904
10592	7211	1483340624	bcd	312
10605	7211	1483340719	sensor16	11
10606	7211	1483340719	ghi	216
10611	7211	1483340730	sensor8	138
10612	7211	1483340730	ef	191
10627	7211	1483340869	sensor15	33
10630	7211	1483340902	sensor8	19
10631	7211	1483340921	sensor7	2
10634	7211	1483340924	sensor16	6
10638	7211	1483340930	sensor14	2
10640	7211	1483340937	sensor5	4
10642	7211	1483340942	out1	519
10664	38743	1483341034	max	514
10665	38743	1483341034	out	48
10755	7211	1483341462	jk3	67
10757	7211	1483341464	out2	4
10758	7211	1483341468	out2	60
10761	41344	1483341505	max	20
10766	27963	1483341579	max	11
10908	7211	1483342389	out	104
10909	7211	1483342389	max	104
10914	7211	1483342441	in	52
11250	21429	1483344792	max	2
11362	3137	1483345313	max	54
11363	3137	1483345318	out	36
11386	23697	1483345432	out	918
11387	23697	1483345432	max	941
11975	3137	1483348020	max	61
12089	33434	1483348386	max	18
12193	31068	1483348914	max	3
12194	31068	1483348917	out	3
12463	49480	1483350493	out	28
12464	49480	1483350493	max	29
12484	22036	1483350593	max	21
12488	22036	1483350603	out	4
13146	10419	1483354700	max	2070
13227	33434	1483355206	max	11
13238	10419	1483355267	out	1503
13739	31068	1483358428	max	51
14035	48597	1483360282	out	832
14043	48597	1483360326	max	796
14078	48597	1483360579	in	136
14079	48597	1483360586	indi-brand	129
14080	48597	1483360586	sensor19	36
14081	48597	1483360586	jk3	129
14082	48597	1483360586	indi-brand2	129
14103	48597	1483360622	out1	15
14107	48597	1483360637	ent	24
14108	48597	1483360638	center	54
14109	48597	1483360638	ghi	54
14110	48597	1483360638	sensor14	3
14112	48597	1483360641	sensor5	10
14113	48597	1483360641	bcd	41
14117	48597	1483360652	sensor15	6
14119	48597	1483360660	sensor13	6
14122	48597	1483360666	sensor6	5
14125	48597	1483360672	sensor6	3
14127	48597	1483360676	sensor7	3
14128	48597	1483360676	ef	16
14131	48597	1483360680	sensor2	3
14138	48597	1483360685	sensor15	6
14146	48597	1483360693	sensor16	12
14148	48597	1483360705	out2	9
14753	11957	1483412754	max	298
14762	11957	1483412841	out	139
14898	1362	1483414139	max	194
14917	1362	1483414298	out	9
16632	25652	1483425178	max	604
16633	25652	1483425179	out	615
16885	36511	1483426339	max	777
16887	36511	1483426343	out	728
17231	45034	1483427813	max	587
17555	42271	1483429491	max	37
17556	42271	1483429492	out	4
17685	27340	1483430848	max	26
17811	9664	1483431357	max	49
18290	42271	1483433466	max	47
18293	42271	1483433488	out	27
19215	9664	1483438244	max	1602
19220	9664	1483438270	out	1568
19231	9664	1483438324	in	1506
19232	9664	1483438332	sensor5	6
19233	9664	1483438332	center	1153
19234	9664	1483438332	bcd	419
19235	9664	1483438338	out1	4
19236	9664	1483438342	out1	408
19269	9664	1483438751	sensor5	53
19277	9664	1483438805	sensor18	16
19278	9664	1483438805	jk3	689
19279	9664	1483438805	jk2	35
19280	9664	1483438805	indi-brand	689
19281	9664	1483438822	ghi	663
19282	9664	1483438822	sensor15	14
19290	9664	1483438837	sensor18	3
19294	9664	1483438840	sensor10	408
19355	9664	1483439249	out2	12
19362	9664	1483439262	out1	10
19363	9664	1483439272	out1	199
19416	9664	1483439471	sensor16	3
19418	9664	1483439475	sensor15	8
19423	9664	1483439483	indi-brand2	11
19425	9664	1483439485	sensor16	4
19426	9664	1483439489	sensor17	4
19427	9664	1483439494	sensor19	4
