index	wifi_id	ts	area	dwell_time
119	6885	1484261796	max	21
137	20966	1484263575	max	56
142	13041	1484264051	max	7
144	9019	1484264058	max	579
182	865	1484266540	max	39
337	41392	1484273163	max	45
638	6885	1484280415	max	178
721	30205	1484282056	max	1180
773	16721	1484282806	max	222
776	23505	1484282860	max	3429
778	19208	1484282886	max	34
793	23505	1484283353	in	2870
794	23505	1484283353	out	2870
797	23505	1484283533	G	1335
798	23505	1484283533	3f	1588
799	23505	1484283533	3f-sensor7	279
809	23505	1484283813	F	1021
810	23505	1484283813	3f-sensor2	130
815	23505	1484283944	3f-sensor3	384
858	23505	1484284328	3f-sensor7	19
859	23505	1484284347	3f-sensor2	44
863	23505	1484284392	E	729
864	23505	1484284392	3f-sensor4	80
867	23505	1484284473	3f-sensor4	20
869	23505	1484284493	D	1729
870	23505	1484284493	2f-sensor2	298
871	23505	1484284493	2f	1729
877	865	1484284619	max	19
899	23505	1484284792	3f-sensor1	5
900	23505	1484284798	3f-sensor6	36
906	23505	1484284835	3f-sensor3	34
910	23505	1484284869	3f-sensor8	252
933	23505	1484285122	3f-sensor5	94
945	23505	1484285217	2f-sensor3	116
958	23505	1484285333	2f-sensor5	889
959	23505	1484285333	2f-counter	889
995	8897	1484286228	max	133
1215	2192	1484289098	max	1579
1407	30690	1484292144	max	61
1743	25466	1484294907	max	60
1941	30690	1484296257	max	975
1956	30690	1484296483	out	465
1957	30690	1484296483	in	465
1958	30690	1484296483	C	465
1959	30690	1484296483	2f-sensor3	258
1960	30690	1484296483	2f	465
1984	30690	1484296741	G	76
1985	30690	1484296741	3f-sensor8	76
1986	30690	1484296741	3f	76
1993	30690	1484296817	3f-sensor8	131
2059	13652	1484297518	max	1559
2143	7160	1484298501	max	25
2448	20966	1484301584	max	37
2464	8629	1484301636	max	1251
2478	7160	1484301739	max	87
2585	2192	1484302615	max	1564
2625	41392	1484302820	max	59
2809	10111	1484305114	max	6
3142	35657	1484306563	max	6
3212	2192	1484306892	max	3030
3240	22834	1484306981	max	58
3488	20495	1484308859	max	306
3497	20495	1484308940	out-back	36
3498	20495	1484308940	out	36
3499	20495	1484308940	out5	36
3501	20495	1484308948	in	28
3502	20495	1484308948	out9	28
3503	20495	1484308948	2f-sensor4	17
3504	20495	1484308948	out-front	28
3505	20495	1484308948	out8	28
3506	20495	1484308948	out2	27
3510	20495	1484308965	A	10
3511	20495	1484308965	1f	10
3513	20495	1484308967	1f-sensor4	8
3734	2192	1484310796	max	1593
3822	31550	1484311590	max	34
3930	21832	1484313010	max	373
4012	47230	1484315298	max	12
4019	2250	1484341233	max	4
4034	20966	1484346721	max	49
4116	41392	1484355978	max	41
4190	20966	1484358294	max	133
4233	44046	1484359981	max	110
4275	23670	1484362041	max	980
4313	4900	1484363648	max	55
