visit_id	wifi_id	date	indices
v94	58	17237	566753;567002;567357;567367;567409;567536;567538
v239	126	17221	420263;420275;420288;420341;420411;420430;420443;420448;420450;420452
v449	247	17241	597952;597953;597973;597996;597999;598000;598007;598916;598920;598925;598946;598950
v450	247	17242	604225
v606	319	17240	590627
v662	342	17258	692015;692067;692081;692089
v754	381	17195	214748;214749;214770;215109;215112;215133
v757	383	17230	511250;511268;511319;511344;511357;511371;511392;511395;511397;511400;511454
v758	383	17253	665328
v759	383	17265	735630;735633;735635;735643;735645;735702
v760	383	17266	739477;739480;739482;739483;739484;739486;739487;739489;739491;739494;739499;739610;739619
v774	393	17180	120347;120380;120381
v827	427	17360	1250477
v828	427	17410	1512344;1512348;1512349;1512384
v982	496	17381	1358680;1358683;1358684;1358763;1358774;1358776;1358782;1358783;1358803;1358808;1358818;1358822
v983	496	17382	1363469;1363471;1363485;1363525
v1019	522	17235	552027;552104
v1020	522	17331	1099405;1099407
v1021	522	17340	1144252;1144259;1144264
v1022	522	17341	1149692
v1023	522	17344	1167724;1167745;1167746;1167749
v1024	522	17351	1207181;1207195;1207202;1207213
v1136	574	17257	685833;685857;685863;686753;686774;687114
v1258	631	17427	1611392;1611393;1611619;1611782;1611784;1611810
v1554	769	17354	1220796;1220823;1220840;1220872;1220873;1220876;1220939;1220956
v1681	836	17315	1000256;1000257;1000275;1000410;1000427;1000429
v1682	836	17317	1011960;1011966;1011968;1012065;1012066;1012091;1012106
v1687	841	17183	146808;146811;146812;146819;146846;146855;146856;146860;146867;146868;146870;146902
v1744	863	17436	1665060;1665082;1665085;1665087;1665097;1665107;1665109;1665131;1665135;1667278;1667281;1667288;1667294;1667297;1667299;1667400
v2071	1018	17285	843774;843775;843777;843781;843783;843785;843788;843795;843803;843805;843807;843810;843811;843812;843813
v2072	1018	17343	1165679;1165680;1165681;1165685;1165686;1165688;1165689;1165690;1165691;1165696;1165697;1165699;1165703;1165704
v2073	1018	17383	1364839
v2158	1066	17230	505493;505495
v2159	1066	17235	552633
v2161	1068	17396	1434661;1434663;1434675;1434676;1434677;1434678
v2167	1073	17413	1530226;1530233;1530328
v2371	1175	17220	414230;414238;414241;414249;414280;414301;414379;414478;414505;414515;414521;414618
v2372	1175	17225	464631;464636;464642;464655
v2373	1175	17226	467244;467257;467269
v2374	1175	17331	1099284;1099292;1099311;1099365;1099366;1099368
v2375	1175	17333	1109297;1109326;1109350;1109374
v2376	1175	17334	1114765;1114770;1114780
v2377	1175	17336	1126524;1126531;1126543;1126547;1126558;1126559;1126577;1126596
v2378	1175	17362	1263142;1263153;1263181;1263207;1263211;1263214;1263283;1263291;1263310;1263313;1263329;1263334;1263336;1263338;1263353;1263441;1263472;1263488;1263510;1263518;1263519;1263561;1263571;1263641
v2379	1175	17363	1269641
v2618	1269	17335	1122278;1122280;1122294;1122341;1122344;1122369;1122389;1122484;1122547;1122641
v2744	1341	17214	362192;362197;362262;362274;362328;362343;362594;362597;362599
v2745	1341	17234	541893;541895;541925
v2889	1411	17214	358409;358471;358483;358580;358594;358636;358640;358709;358727;358838;358903;358942
v2920	1422	17340	1147617;1147625;1147730
v2921	1422	17341	1151461
v2922	1422	17342	1159047
v2968	1449	17205	281685;281690;281698;281700;281707;281714;281715;281717;281721;281726;281729;281785;281792;281805;281806;281810;281837;281844;281918;281943;281944;281959;281987
v2969	1449	17233	533749;533750;533751;533759;533767;533768;533773;533779;533782;533784;533797;533800;533805;533845;533860
v2970	1449	17257	687343;687403;687404;687416;687417;687419;687424;687531;687532;687535
v2971	1449	17306	948012;948015;948028;948043;948048;948050;948051;948054;948055;948057;948058;948059;948065;948068;948075;948081
v2972	1449	17354	1223481
v2973	1449	17423	1590390;1590392;1590396;1590400
v2974	1449	17450	1730166;1730173;1730177;1730178;1730179;1730180;1730183;1730184;1730185;1730186;1730187
v3099	1507	17359	1248952;1248954;1248956;1248957;1248977;1249007;1249019;1249039;1249048;1249049;1249050;1249054;1249086;1249089;1249120;1249121;1249176;1249178;1249182;1249183;1249189;1249190;1249193;1249225;1249313;1249314;1249316;1249438;1249440;1249443;1249453;1249456;1249489;1249510;1249511;1249521
v3100	1507	17372	1313409;1313412;1313413;1313426;1313427;1313428;1313431;1313466;1313521;1313522;1313534;1313537;1313539;1313545
v3101	1507	17373	1317278;1317280;1317296;1317300;1317311;1317312;1317316;1317320;1317321;1317334
v3105	1510	17454	1734191;1734195;1734196;1734197;1734199;1734200;1734201;1734203;1734208;1734224;1734230
v3168	1547	17248	637119;637120;637122;637131;637136;637138;637139;637158;637240;637241;637259;637260;637262
v3271	1592	17371	1306534;1306546;1306547;1306568;1306574;1306576
v3609	1752	17228	485069;485229;485327;485345;485455
v3673	1794	17296	899803;899980;899998;900023
v3799	1848	17340	1146089
v3800	1848	17384	1371809;1371820;1371821
v3801	1848	17418	1562847
v3802	1848	17439	1676981
v3830	1860	17231	514549;514551;514561;514589;514602;514623;514716;514722;514808;514814;514816;514862;514902;514905;514909;514921;514935;514945;514946;514960;514972;514998;515063;515108;515109;515309;515322;515348;515355;515356;515383;515401;515413
v3886	1883	17260	709337;709344;709354;709358;709365;709377;709393;709423;709439;709551
