visit_id	wifi_id	date	indices
v55	162	17201	159646;159648
v56	162	17220	238439;238441;238449;238488;238492;238498
v85	220	17216	225351;225352;225365;225366;225367;225368;225369
v86	222	17185	84820;84827;84828;84834;84860;84861;84862
v145	360	17180	65084;65096;65098;65100;65140;65142;65195
v238	586	17220	238133;238136;238142;238297;238299;238302;238306;238313;238429;238430;238435;238462;238548;238620;238705;238706
v298	749	17197	134601;134606;134613;134622;134699
v348	884	17207	184269;184271;184276;184277;184279;184289;184290;184300;184301;184305;184317
v374	951	17177	51374;51382;51386;51398;51399;51400;51401;51405
v378	957	17168	9197;9200;9213;9220;9238;9243;9289;9290;9291;9293;9332
v414	1053	17199	146195;146231;146232;146233;146246;146277;146427;146431
v480	1275	17216	221953;221954;221966
v512	1370	17197	135518;135524;135574;135575;135580;135597;135618;135665;135686;135745;135746;135747;135765;135780;135801;135859;136237;136516;136531;136532;136533
v515	1374	17199	148244;148246;148254;148266;148276;148277;148280;148282;148293;148452;148456;148470;148477;148481;148482;148516;148566;148595
v520	1390	17225	262109;262111;262128;262134;262135;262288;262289
v654	1715	17217	226130;226133;226201;226202;226213;226238;226258
v661	1735	17226	265460;265471;265474;265482;265483
v672	1757	17168	7912;7944;7945;7947;8192;8227
v721	1885	17183	74729;74745;74746;74757;74763;74771
v731	1903	17201	157623;157633;157647;157678
v745	1935	17184	79160;79161;79171;79172;79197;79251;79252;79254;79264;79331;79876;79878;79879
v875	2309	17196	129293;129471;129543;129548;129552;129558;129570
v887	2333	17215	218920;218924;218925;218931;218960
v957	2509	17168	10345;10351;10353;10361;10364;10385;10394;10399;10435;10437;10439;10457
v1042	2728	17201	156208;156210;156213;156216;156256;156257;156258;156271;156272
v1174	3044	17203	167182;167192;167201;167205;167438;167453;167465;167515
v1232	3212	17199	144562;144567;144614;144615;144638;144660;144661
v1267	3285	17184	79010;79012;79013;79016;79018;79050
v1268	3285	17209	196000;196001
v1437	3741	17188	98965;99024;99080;99081;99083;99146;99358
v1633	4256	17195	124089;124094;124125;124137;124148;124217;124218;124221;124227;124271;124357;124358;124373;124377
v1641	4272	17201	155388;155391;155392;155416;155425;155430
v1642	4272	17207	185967;185968;185969;185971;185984;185991
v1672	4361	17183	76950;76954
v1673	4361	17190	109445;109447;109449;109451
v1710	4474	17198	142967;142976;143032;143051;143053;143057;143860;143871
v1731	4518	17203	167236;167240;167270;167287;167411;167444;167446;167447;167552
v1757	4569	17205	178211;178248;178250;178252;179184;179188
v1779	4638	17208	189926;189971;189976;190031
v1848	4800	17190	107772;107779;107809;107812;107820;107925
v1947	5050	17208	189165;189168;189171;189190;189200;189202;189209;189215;189220;189411;189438;189446;189469;189488;189498;189501
v1957	5095	17215	216782
v2085	5459	17202	163793;163797;163899;163992;163999;164029
v2144	5599	17199	145488;145489;145512
v2165	5651	17201	157307;157321;157392;157408;157409;157424;157450;157563;157570;157571
v2233	5821	17207	186583;186584;186585
v2234	5821	17214	212652;212654;212662;212664;212698;212732;212734;212736;212739;212745;212775;212776;212781
v2274	5947	17179	60347;60348;60354;60355;60357;60358
v2275	5947	17207	186529;186540
v2279	5959	17217	228622;228623;228625;228626
v2592	6737	17205	177106;177108;177123;177177;177254;177255;177283;177311;177315
v2616	6771	17186	86669;86910;86911;86912;86915;87251;87330;87372;87374;87405
v2734	7067	17178	57104;57106;57109;57120;57121;57130;57138;57147;57193;57197;57198;57210;57212;57214;57216
v2788	7254	17223	253997;254012;254080;254091;254098;254183;254290;254291;254297;254300
v2835	7361	17209	193694;193720;193811;193831;193855;193927
v2909	7584	17202	163832;163907;163909;163922;164081
v2930	7624	17192	115179;115181;115182;115183;115209;115233;115234;115235;115243
v3046	7935	17206	182474;182476;182489;182521;182536;182539;182547;182548;182560;182562;182566;182586;182640;182644;182692
v3087	8020	17174	39984;39986;39998;40044;40048;40054;40055;40058;40072;40073;40075;40092;40093;41682;41683
v3099	8078	17216	224045;224122;224305
v3147	8224	17172	28240;28241;28247;28263;28265;28266;28267;28276;28278;28298;28300;28303
v3148	8224	17222	246539;246544;246574;246609;246614;246631;246666;246719
v3195	8312	17183	77549;77551;77560;77561;77562;77580;77585;77586;77593
v3246	8455	17171	25240;25245;25252;25255;25299;25301
v3294	8579	17194	120692;120697;120734;120742;120769;120773;120779;120780;120781;120793;120796;120797;120798;120801
v3295	8579	17223	252421;252424;252425;252426;252435;252438
v3351	8715	17227	267952;267958;267985;268004;268016;268017;268124;268260;268324
v3369	8758	17209	194514;194526;194544;194563;194569;194571
v3402	8819	17206	182932;182934
v3469	8959	17169	15655;15657;15660
v3489	9029	17197	133781;133803;133994
v3509	9063	17170	22176;22181;22196;22222;22224;22233
v3579	9212	17217	228381;228382;228387
v3580	9212	17220	240232;240234;240238
v3642	9369	17180	63660;63680;63681;63682
v3652	9389	17193	117475;117477;117478;117522;117685;118437
v3678	9444	17197	134992;135042
v3724	9562	17172	31597;31599;31601;31602;31617;31647
v3727	9571	17211	201674;201681;201683;201692;201722;201747;201750;201755;201756;201760
v3728	9571	17216	223878;223880;223882;223897
v3772	9696	17222	246291;246294;246297;246327
v3780	9707	17167	4141;4173;4211;4278;4286;4298;4396;4421;4422;4427;4457;4491;4620;4624;4850
v3826	9859	17213	209169;209170;209171;209173;209185;209198;209219;209226;209232;209233;209235;209269;209273;209274;209306
v3933	10137	17222	244992;244994;244996;245010;245070;245108;245162
v3960	10209	17199	148955;148957;148958;148962;148965
v3969	10244	17206	179916;179926;179927;179929;179932;179933;179934;179935;179936
v3988	10292	17197	132611;132612;132621;132623;132627;132636;132658;132675;132680;132681;132682;132688;132783
v3989	10292	17203	165320;165323;165326;165339;165345;165350;165351;165352;165428;165430;165439;165441;165470;165483;165489;165491
v4039	10400	17212	205592;205596;205623;205624;205627;205633;205638
v4093	10544	17200	153072;153095;153096;153106;153201;153225;153257;153302;153303;153304;153309;153410;153435;153436
v4220	10905	17178	56549;56551;56554;56560;56561;56853;56854;56855;56869;56871;56872;56875
v4275	11053	17197	136746;136748;136761;136772;136815;136842;137339;137340;137350;137351;137359;137361;137371;137372;137373
v4352	11234	17175	46253
v4407	11395	17178	54574;54577;54580;54593;54629;54644
v4429	11446	17191	111944;111954;112036;112037;112045;112072;112091;112687;112689;112697
v4447	11496	17220	240599;240603;240607;240615;240618;240619;240620
v4448	11500	17167	4127;4192;4208
v4627	12018	17204	173471;173473;173474;173497;173499;173501;173505;173515
v4682	12148	17204	173161;173163;173189;173194;173211;173228;173239;173243;173258;173259;173260;173264;173274
v4708	12199	17169	15569;15571;15593;15605;15610;15611;15612;15627
v4796	12463	17183	75354;75369;75543;75571;75913;75982
v4852	12580	17167	1150;1152;1214;1273;1344;1346;1464
v4866	12622	17205	178838;178840;178848;178896;178925;178927;178928;178932;178951;178952;178953;178955;178978;179055;179063;179064;179076;179077;179079;179203;179208;179212;179215;179223;179224;179226;179248
v4869	12630	17184	78726;78785;78787;78793;78823;78971;78983;78996;79026
v4932	12777	17168	11301;11303;11310;11323;11352;11379;11438;11473;11480;11513;11578;11579;11580;11611;11618;11727;11746;11761;11762
v4933	12777	17209	194296;194298;194307;194314;194350;194460;194462;194463;194472
v4980	12893	17169	16727;16734;16736;16789;16835;16902;16903;16907;17874;17876;17887;17890;17919;17923;17927;17928;17936;18516
v5058	13112	17174	40556;40561;40566;40583;40613;40614;40632
v5146	13342	17205	175688;175763;175957;175970;175978;176024;176059;176061
v5243	13610	17215	217392;217398;217399;217432;217433;217438;217439;217457;217472
v5272	13697	17195	123309;123311;123325;123328;123360;123363;123364;123366
v5338	13868	17198	139926;139928;139994;140039;140055;140134;140196
v5340	13870	17226	265517;265524;265571;265582;265589;265628;265632;265633;265635;265654;265731;265763;265828;265834;265938;265958;265965
v5425	14086	17221	241643;241650;241666;241672;241673;241681;241682;241900;241910;241962;241963;241965;241984;241985
v5458	14183	17209	192682;192684
v5519	14336	17168	8419;8493;8494;8495;8515;8516
v5564	14456	17201	154793;155684;155710
v5579	14483	17172	29904;29962;29991;30014
v5598	14537	17184	79567;79610;79611;79645;79646;79647;79756;79966;80119;80205;80313
v5610	14573	17178	57012;57025;57034;57037;57039
v5624	14605	17204	171859;171862;171935;171938
v5625	14605	17211	202480;202485
v5626	14605	17225	261545;261546;261547;261563
v5761	14991	17192	113429;113431
v5770	15017	17188	98218;98227;98249;98273;98274
v5821	15158	17227	268830;268833;268844;268846
v5843	15198	17168	14123;14124;14153;14165;14167;14195;14207
v5858	15242	17192	114851;114853;114854;114859;114879;114881;114882;114883;114885
v5965	15528	17174	38006;38018;38034;38047;38050;38051
v5981	15573	17207	183450;183452;183454;183458;183467;183503
v6122	15931	17223	252693;252700;252702;252718
v6128	15940	17167	1226;1234;1423;1426;1534
v6183	16075	17206	181374;181379;181395;181396;181398;181520;181619;181640;181812;181813
v6203	16156	17210	198429;198437;198500
v6362	16561	17171	26053;26056;26065;26216;26217;26218;26220;26224
v6363	16561	17203	168260;168263;168264;168300;168307;168314;168326
v6429	16731	17173	36170;36172;36194;36218;36280;36283;36285;36289;36298
v6499	16929	17168	13599
v6500	16929	17178	55828;55829;55839
v6542	17047	17208	187878;187948;187949;188012;188025;188084;188095;188097
v6574	17156	17212	204147;204160;204168;204179
v6594	17207	17183	75483;75578;75649;75859
v6966	18193	17168	9102;9144;9146;9209
