index	wifi_id	ts	area	dwell_time
22	40783	1483235257	out	234
28	23074	1483235747	out	75
188	23074	1483239933	out	2785
405	23074	1483240676	in	1945
406	23074	1483240676	1f	806
423	23074	1483240700	1f-e	461
508	23074	1483241063	1f-d	217
634	23074	1483241536	b1	897
642	23074	1483241554	b1_only	812
643	23074	1483241558	cafe	875
678	23074	1483241671	b1-c	90
762	15425	1483242006	out	40
946	23074	1483242607	1f	13
1299	15425	1483243606	out	86
1857	29544	1483245235	out	76
2113	305	1483246207	out	1892
2154	305	1483246358	in	1607
2155	305	1483246358	1f	422
2160	305	1483246363	1f-c	215
2186	20084	1483246464	out	951
2228	20084	1483246635	in	727
2232	20084	1483246652	1f-c	704
2233	20084	1483246652	b1	611
2234	20084	1483246652	1f	710
2235	20084	1483246652	1f-d	710
2236	20084	1483246652	b1_only	601
2280	20084	1483246814	1f-e	533
2292	20084	1483246840	2f-e	142
2293	20084	1483246840	2f	147
2305	20084	1483246868	2f-d	4
2306	20084	1483246869	2f-c	37
2309	20084	1483246876	2f-b	14
2310	20084	1483246879	2f-a	92
2317	305	1483246893	b1	667
2319	305	1483246895	b1_only	656
2336	305	1483246941	cafe	548
2346	305	1483246952	b1-a	526
2349	305	1483246965	b1-b	272
2362	20084	1483247016	cafe	237
2364	20084	1483247023	b1-a	224
2367	20084	1483247030	b1-b	212
2369	305	1483247038	b1-c	65
2397	20084	1483247118	b1-c	74
2622	305	1483247666	2f-e	42
2623	305	1483247666	2f	42
2806	34677	1483248270	out	1194
2826	34677	1483248410	1f	840
2827	34677	1483248410	1f-d	839
2828	34677	1483248410	in	840
2829	34677	1483248413	1f-c	383
2838	34677	1483248458	1f-e	786
2863	20084	1483248572	out	630
2872	34677	1483248623	2f-e	69
2873	34677	1483248623	2f	110
2888	34677	1483248666	2f-d	52
2899	34677	1483248725	2f-c	7
2921	34677	1483248824	b1	351
2922	34677	1483248827	cafe	348
2924	34677	1483248832	b1_only	328
2925	34677	1483248832	b1-a	328
2959	34677	1483248895	b1-b	253
2963	34677	1483248910	b1-c	75
2977	34452	1483248952	out	30
3152	2372	1483249508	out	391
3188	2372	1483249633	in	117
3189	2372	1483249633	1f-d	113
3190	2372	1483249633	1f	114
3196	2372	1483249641	1f-c	98
3212	43702	1483249665	out	1510
3240	43702	1483249795	in	1321
3241	43702	1483249795	1f	1321
3243	43702	1483249800	1f-c	328
3247	43702	1483249804	1f-d	359
3361	43702	1483250171	1f-e	176
3465	43702	1483250424	b1	582
3472	43702	1483250436	cafe	566
