visit_id	wifi_id	date	indices
v41	183	17186	49307;49370;49424;49431;49433;49444;49447;49448
v57	252	17203	169685;169785;169955
v155	612	17218	276382;276394;276396
v167	672	17222	297682
v267	1028	17209	216343;216346;216350;216375;216385
v283	1109	17202	163734
v327	1338	17223	304937;304961;304979;304982;304988;304997
v357	1503	17207	201132;201149;201161;201162
v367	1538	17201	155748;155750;155752;155753;155789;155835;155954;155987
v369	1552	17223	304755;304763;304764;304765
v391	1622	17186	44743;44771
v476	1915	17221	295758;295786
v511	2075	17202	165776
v782	3299	17201	153635;153651;153672;153678;153681;153682;153684;153697
v857	3583	17180	5244;5253;5254;5255;5259;5262;5264;5267;5268;5270;5271;5272;5274;5321;5323;5329
v941	3963	17230	354974;354976;354977;354981;354985;354987;354998;355007;355133;355136
v984	4202	17210	217902;217906;217908;217915;217922;217937;217948;217953;217955;217972;217982;217984;217989;217995;217997;218007;218012;218027;218039;218041;218042;218051;218053;218054;218055;218056;218057;218059;218068
v1026	4343	17188	64056
v1194	5107	17183	22382;22403;22404;22408;22412;22414;22425;22455;22484;22486;22503;22537;22539;22575;22595;22641;22642;22708;22725;22738;22739;22747;22757;22762
v1211	5210	17218	274363;274370;274371;274380;274384;274386;274396;274407;274411;274429;274439;274448;274457;274620;274621;274623;274627;274630;274631;274632;274635;274636;274637;274642;274655;274664;274671;274684;274693;274695;274700;274707;274716;274720;274731;274733;274735;274737;274785;274787
v1222	5274	17199	142004;142025;142050;142062;142068;142074;142099;142100;142108;142112;142115;142118;142119;142134;142138;142139;142152;142166;142173;142201;142222;142244
v1227	5327	17231	359685;359688;359690;359692;359695;359696;359706;359710;359714;359730;359731;359733;359736;359754;359765;359769;359771;359791;359803;359804;359805;359806;359809;359811;359813;359823;359824;359825;359826
v1337	5791	17189	67045;67050;67053;67059;67072
v1338	5791	17191	81415;81416;82461;82463;82465;82468
v1339	5791	17192	92935;92941;92942;92994;93084
v1340	5791	17202	162386;162418
v1341	5791	17205	186250
v1342	5791	17206	191339;191630
v1343	5791	17211	228473;228474
v1344	5791	17226	328403;328408;328410;328418
v1345	5791	17231	359082;359083;359085;359087;359088;359097;359198
v1351	5817	17210	217296;217460;217461;217477
v1413	6047	17197	123232;123237;123257;123266;123269;123271;123272;123278;123282;123429;123431;123444;123467;123562
v1502	6400	17202	166170;166246;166251;166255;166256;166258;166259;166264;166270;166271
v1503	6411	17188	61313;61320;61323;61332;61339;61356;61370;61412;61427;61445;61453;61454;61706;61734;61884;61955
v1528	6498	17201	155512;155515;155517;155518;155519;155523;155530;155531
v1573	6651	17190	76802;76823;76855;76858;76859;76872;76884;76902;76903;76916;76922;76923;76925;76934;76951;76957;76958;77031
v1628	6877	17217	267872
