index	wifi_id	ts	area	dwell_time
109	26658	1484261198	max	20
139	35627	1484263342	max	81
201	12395	1484266756	max	9
203	41197	1484266889	max	40
344	26658	1484273721	max	92
462	26658	1484277334	max	65
577	34431	1484279266	max	3
675	45540	1484280077	max	7
678	45798	1484280144	max	59
766	16460	1484281792	max	4
977	15009	1484285307	max	7
1221	26658	1484288766	max	52
1397	38069	1484290583	max	1175
1495	38069	1484291667	4f	73
1496	38069	1484291667	4f-sensor1	5
1497	38069	1484291667	in	73
1498	38069	1484291667	H	5
1499	38069	1484291667	out	73
1501	38069	1484291673	4f-sensor1	40
1503	38069	1484291714	I	27
1504	38069	1484291714	4f-sensor2	8
1505	38069	1484291723	4f-sensor2	18
1512	46328	1484291836	max	1453
1693	33994	1484294205	max	61
1743	46870	1484294442	max	37
1752	16031	1484294587	max	34
1808	38069	1484295103	max	10
1898	13381	1484296018	max	38
1917	38069	1484296421	max	3
2045	30925	1484298418	max	347
2086	12185	1484298739	max	10
2161	31574	1484299185	max	126
2703	48354	1484303465	max	45
2796	40089	1484304482	max	58
2824	34192	1484304883	max	20
3093	47029	1484306944	max	8
3345	16460	1484308516	max	199
3812	40089	1484311913	max	615
3813	40089	1484311928	3f-sensor1	19
3814	40089	1484311928	E	238
3815	40089	1484311928	3f	238
3816	40089	1484311928	out	341
3817	40089	1484311928	in	341
3818	40089	1484311948	3f-sensor4	6
3820	40089	1484311954	3f-sensor4	6
3821	40089	1484311961	3f-sensor3	93
3825	40089	1484312055	G	35
3826	40089	1484312055	3f-sensor7	6
3828	40089	1484312061	3f-sensor7	28
3830	40089	1484312090	3f-sensor8	18
3831	40089	1484312109	3f-sensor5	6
3832	40089	1484312116	3f-sensor6	22
3835	40089	1484312139	3f-sensor6	21
3840	40089	1484312160	3f-sensor1	6
3842	40089	1484312166	3f-sensor5	19
3845	40089	1484312186	C	84
3846	40089	1484312186	2f-sensor3	12
3847	40089	1484312186	2f	84
3848	40089	1484312199	D	6
3849	40089	1484312199	2f-sensor2	6
3850	40089	1484312205	2f-sensor2	65
3929	33994	1484313079	max	120
4058	32021	1484353172	max	7
4076	14789	1484354281	max	468
4098	9939	1484355473	max	73
4133	14789	1484356205	max	3
4156	47937	1484357285	max	56
4211	48514	1484358824	max	57
4213	45798	1484358897	max	79
4252	45798	1484360386	max	300
4274	28589	1484361238	max	95
4372	34985	1484364131	max	34
4731	23615	1484369141	max	72
4804	14387	1484369871	max	21
4912	45798	1484370569	max	785
5118	3583	1484373579	max	9
