visit_id	wifi_id	date	indices
v14	17	17266	731792;732180
v23	33	17222	436957
v24	33	17226	466467;466582;466647;466695
v25	34	17233	526194;526197;526199;526202;526310;526333;526335;526343;526344;526346;526348;526355;526356;526526;526543;526547;526549;526583;526602;526611;526614;526616;526619;526688;526789;526798;526818;526830;526836;526891;526892;526896;526915;526924;526939;527091;527097;527101;527143;527146
v26	34	17234	535944
v39	42	17173	58229;58306;58397;58537;58552
v60	70	17212	342498;342499;342521;342545;342548
v66	77	17210	320887
v67	77	17226	467423;467432;467433;467435;467451;467482;467497;467502;467515;467524;467532;467539;467551;467555;467556;467561;467565;467574;467575;467577;467581;467584
v68	77	17232	521784
v101	105	17175	74354
v196	161	17168	14058;14059;14067;14068;14097;14098;14099;14100;14105;14133;14240;14258;14259;14267;14268;14277;14283;14300;14301;14307;14309;14312;14361;14436
v197	161	17201	247408;247414;247416;247426;247448;247454;247456;247466;247471;247498;247500;247501;247506;247521;247525;247526;247527;247552;247564;247565;247582;247583;247588;247593;247596;247652;247679;247701;247705
v198	161	17203	262634;262635;262636;262639;262651;262663;262665;262672;262722;262729;262730;262732;262733;262756;262767;262771;262826;262827;262833;262834;262856;262873;262875
v214	188	17203	260435;260437;260439;260446;260449;260450;260451;260452;260460
v224	195	17167	8912;8914;8919;9346
v236	206	17228	485038;485054
v237	206	17229	495457;495522;495549
v251	222	17263	714615;714616;714644;714650;714652;714653;714654;714662;714663;714665;714696;714705
v253	224	17217	381560;381568;381571;381581;381583;381602;381605;381618
v254	224	17230	498615;498616;498622;498627;498628;498635;498640;498641
v261	229	17248	626935;626966;626970;626988
v263	231	17211	328191;328196;328204;328221;328222;328225
v294	271	17230	497323;497326;497327;497329;497332;497372;497380;497381;497382;497407
v338	313	17194	201247;201249;201270;201276;201282;201345;201353;201359;201365;201370;201371
v353	336	17194	201382;201383;201390;201412;201413;201420;201428;201585;201661;201663;201669;201670;201671;201682;201690;201732;201735;201750;201808
v359	344	17220	408906;408915;408916;408919;408922;408971;408982
v392	380	17284	829696;829702;829714;829744;829746;829752;829762;829799
v393	384	17174	64390;64393;64398;64400;64516;64526;64527;64624;64729;64730;64732
v394	384	17184	150817;150820;150824;150827;150832;150840;150924;150949;150956;150981;150999;151000
v395	384	17279	802908;802912;802913;802915;802918;802921;802924;802926;802929;802930;802936;802940;802948;802952;802953;802957;802972;802973;802974;802997;802999;803008;803018;803021;803029;803031;803032;803041;803069;803070;803072
v401	389	17181	124101;124103;124129;124139;125224;125232;131038
