index	wifi_id	ts	area	dwell_time
65	24605	1483237332	out	10
285	15163	1483240828	out	50
314	1115	1483241208	out	1834
325	1115	1483241325	in	1202
326	1115	1483241325	1f	1202
327	1115	1483241325	1f-right-3	1199
328	1115	1483241327	1f-left-3	1199
329	1115	1483241335	1f-left-2	1180
330	1115	1483241346	1f-right-2	1167
331	1115	1483241370	1f-right-1	1126
332	1115	1483241376	1f-left-1	1110
352	1115	1483241687	2f-left-2	199
353	1115	1483241687	2f	630
355	1115	1483241716	2f-stair	241
356	1115	1483241720	2f-left-1	225
357	1115	1483241720	2f-right-1	209
358	1115	1483241737	2f-right-2	580
674	3193	1483244511	out	1321
720	47791	1483244898	out	1084
824	3193	1483245470	1f-left-3	334
825	3193	1483245470	in	348
826	3193	1483245470	1f	334
827	3193	1483245484	1f-left-2	101
828	3193	1483245484	1f-right-3	316
837	3193	1483245528	1f-right-2	271
851	3193	1483245619	1f-left-1	5
852	3193	1483245625	1f-right-1	157
869	3193	1483245681	2f	67
871	3193	1483245712	2f-left-1	36
996	15163	1483246604	out	412
1108	11655	1483247271	out	45
1258	20647	1483248352	out	145
1803	278	1483252421	out	4
1897	33207	1483252985	out	1418
1908	33207	1483253039	1f	1306
1909	33207	1483253039	in	1308
1910	33207	1483253039	1f-right-3	1305
1913	33207	1483253052	1f-left-3	1291
1926	33207	1483253097	1f-right-2	1212
1927	33207	1483253098	1f-left-2	1242
1956	33207	1483253227	1f-right-1	1102
1957	33207	1483253233	1f-left-1	1097
2024	33207	1483253623	2f-stair	113
2025	33207	1483253623	2f	113
2035	33207	1483253662	2f-right-1	27
2036	33207	1483253673	2f-left-1	40
2039	33207	1483253695	2f-left-2	8
2540	31858	1483256599	out	64
2746	31858	1483258090	out	917
2747	31858	1483258103	in	865
2748	31858	1483258103	2f-left-1	542
2749	31858	1483258103	2f	551
2754	31858	1483258114	2f-left-2	509
2755	31858	1483258114	1f	853
2757	31858	1483258114	1f-right-3	837
2758	31858	1483258117	1f-left-3	836
2763	31858	1483258120	1f-left-2	801
2768	31858	1483258166	1f-right-1	612
2769	31858	1483258167	1f-right-2	801
2780	31858	1483258219	1f-left-1	681
2786	36334	1483258255	out	1160
2791	38272	1483258310	out	3180
2811	31858	1483258467	2f-stair	186
2812	31858	1483258470	2f-right-1	175
2820	31858	1483258499	2f-right-2	123
2859	36334	1483258865	in	105
2860	36334	1483258866	1f-left-3	96
2861	36334	1483258866	1f	104
2862	36334	1483258867	1f-right-3	80
2865	36334	1483258873	1f-left-2	91
2867	36334	1483258876	1f-right-2	70
2870	36334	1483258887	1f-right-1	37
3284	38272	1483260967	in	87
3527	43225	1483262620	out	296
3538	43225	1483262654	1f-right-2	6
3539	43225	1483262654	1f	260
3540	43225	1483262654	in	260
3548	43225	1483262701	2f-stair	37
3549	43225	1483262701	2f	47
3555	43225	1483262719	2f-left-1	12
3582	41324	1483262912	out	246
3610	49257	1483263022	out	53
3613	49257	1483263042	in	11
3747	38272	1483263919	out	50
3783	34550	1483264242	out	3005
3793	34550	1483264298	1f	472
3794	34550	1483264298	1f-right-3	300
3795	34550	1483264298	in	2291
3803	34550	1483264329	1f-left-2	206
3810	34550	1483264360	1f-right-2	181
3816	34550	1483264401	1f-left-3	102
3846	34550	1483264584	2f	1067
3847	34550	1483264584	2f-left-1	1002
3848	34550	1483264584	2f-right-2	1034
3849	34550	1483264601	2f-left-2	1019
4002	34550	1483265712	1f-right-2	839
4003	34550	1483265712	1f	877
4004	34550	1483265713	1f-left-1	56
4006	34550	1483265713	1f-right-3	876
4007	34550	1483265723	1f-left-2	865
4022	34550	1483265803	1f-left-3	773
4060	41324	1483266108	out	381
4070	41324	1483266166	in	288
4071	41324	1483266166	1f	288
4072	41324	1483266173	1f-right-3	281
4073	41324	1483266179	1f-left-3	270
4075	41324	1483266195	1f-right-2	240
4079	41324	1483266214	2f	185
4085	41324	1483266256	1f-left-2	179
4092	41324	1483266318	1f-left-1	109
4095	41324	1483266335	1f-right-1	91
4097	41324	1483266355	2f-stair	45
4100	41324	1483266369	2f-left-1	25
4106	41324	1483266380	2f-right-1	9
4124	15163	1483266493	out	3575
4378	27425	1483267945	out	65
4677	31858	1483269882	out	84
4750	27425	1483270386	out	1053
4756	27425	1483270429	in	968
4758	27425	1483270434	1f-right-3	124
4759	27425	1483270434	1f	962
4760	27425	1483270435	1f-left-3	116
4762	27425	1483270451	1f-left-2	123
4763	27425	1483270461	1f-right-2	922
4768	27425	1483270473	1f-left-1	868
4770	27425	1483270502	1f-right-1	800
4779	27425	1483270618	2f-stair	639
4780	27425	1483270618	2f	639
4782	27425	1483270624	2f-right-1	402
4784	27425	1483270635	2f-left-1	385
4788	27425	1483270653	2f-right-2	526
4790	27425	1483270659	2f-left-2	335
4793	24574	1483270670	out	1060
4807	24574	1483270731	in	999
4808	24574	1483270731	1f	972
4820	24574	1483270813	1f-right-3	889
4821	24574	1483270813	1f-left-2	795
4825	24574	1483270829	1f-left-3	34
4826	24574	1483270830	1f-right-2	779
4843	1595	1483270868	out	239
4856	4329	1483270926	out	711
4864	24574	1483270951	1f-right-1	332
4866	24574	1483270953	1f-left-1	316
4891	4329	1483271057	in	417
4892	4329	1483271057	1f-left-3	7
4893	4329	1483271057	1f	175
4909	24574	1483271093	2f-stair	116
4910	24574	1483271093	2f	116
4943	24605	1483271196	out	718
4961	27425	1483271301	1f-left-2	87
4962	27425	1483271302	1f-right-3	88
4968	27425	1483271318	1f-left-3	78
4984	4329	1483271450	2f	25
4987	4329	1483271467	2f-right-2	7
5036	24574	1483271642	1f-left-3	60
5183	15163	1483272260	out	81
5224	31858	1483272487	out	105
5289	4329	1483272956	out	770
5293	4329	1483272977	1f	574
5294	4329	1483272977	in	574
5300	34678	1483273008	out	19
5301	4329	1483273008	1f-left-2	521
5310	4329	1483273058	1f-right-2	470
5311	4329	1483273059	1f-left-3	66
5320	4329	1483273119	1f-right-3	9
5823	14086	1483275493	out	26
5847	34678	1483275892	out	186
5901	39745	1483276736	out	255
5981	39745	1483281419	out	256
6428	49231	1483323019	out	66
6655	278	1483325664	out	2394
6657	278	1483325668	1f	2359
6658	278	1483325668	in	2359
6662	278	1483325745	1f-right-3	329
6665	278	1483325754	1f-left-3	368
6666	278	1483325771	1f-left-2	2229
6669	278	1483325833	1f-right-2	300
