visit_id	revisit_interval	revisit_intention
v35		0
v52		0
v73		0
v81		0
v84		0
v87		0
v88		0
v105		0
v121		0
v152		0
v162	10.83	1
v163		0
v180		0
v182	16.25	1
v183		0
v198		0
v199		0
v209		0
v225		0
v232		0
v234		0
v240		0
v243		0
v247		0
v248		0
v249		0
v277		0
v286	16.99	1
v287	23.85	1
v288		0
v314		0
v326		0
v337	10.92	1
v338		0
v339		0
v341		0
v356	68.79	1
v357	19.85	1
v358		0
v363	1.08	1
v364		0
v371		0
v389	0.83	1
v390		0
v396		0
v400		0
v413		0
v414		0
v422		0
v426	1.89	1
v427		0
v429		0
v430		0
v431	0.97	1
v432		0
v444		0
v469		0
v481		0
v483	60.9	1
v484		0
v486		0
v496		0
v508		0
v511		0
v529		0
v530		0
v547	1.62	1
v548	31.42	1
v549	0.01	1
v550		0
v562		0
v590	12.87	1
v591		0
v593		0
v596	30.03	1
v597		0
v617	7.84	1
v618	4.99	1
v619		0
v644		0
v645		0
v656		0
v659		0
v682		0
v695		0
v734	0.73	1
v735	9.13	1
v736		0
v754	92.86	1
v755	10.04	1
v756		0
v764		0
v769		0
v777		0
v778	0.57	1
v779		0
v793		0
v794	0.88	1
v795		0
v801		0
v812		0
v817	47.21	1
v818		0
v821		0
v832		0
v836		0
v840		0
v843		0
v848		0
v852		0
v891		0
v897		0
v898		0
v902		0
v904		0
v916		0
v919		0
v921		0
v940		0
v944	16.96	1
v945		0
v948		0
v976		0
v979		0
v982		0
v1023		0
v1036		0
v1043		0
v1049		0
v1051		0
v1060	23.75	1
v1061		0
v1075		0
v1086		0
v1091		0
v1104		0
v1111		0
v1124		0
v1130		0
v1133		0
v1141		0
v1174		0
v1185	31.76	1
v1186		0
v1191		0
v1195		0
v1199		0
v1216		0
v1218		0
v1220		0
v1223		0
v1235	23.13	1
v1236		0
v1242		0
v1248		0
v1252	16.08	1
v1253		0
v1257		0
v1276		0
v1284		0
v1287		0
v1306		0
v1317		0
v1322		0
v1323		0
v1327		0
v1354		0
v1385		0
v1386		0
v1390		0
v1408		0
v1422	63.63	1
v1423		0
v1433	31.73	1
v1434	15.07	1
v1435		0
v1436		0
v1443		0
v1458		0
v1463		0
v1468		0
v1479	25.0	1
v1480		0
v1491		0
v1521	11.93	1
v1522		0
v1538		0
v1560		0
v1586		0
v1593		0
v1600		0
v1620		0
v1638	1.77	1
v1639		0
v1660		0
v1662	57.23	1
v1663		0
v1673		0
v1679		0
v1684		0
v1693		0
v1694		0
v1698		0
v1708	13.89	1
v1709		0
v1717		0
v1725		0
v1727		0
v1737		0
v1745		0
v1749		0
v1750		0
v1757		0
v1767		0
v1777		0
v1778	21.85	1
v1779		0
v1793		0
v1797		0
v1802		0
v1826		0
v1828		0
v1834		0
v1840		0
v1842		0
v1844		0
v1882	14.88	1
v1883		0
v1884		0
v1899		0
v1905		0
v1907		0
v1941		0
v1962		0
v1964	89.84	1
v1965		0
v1972		0
v2012	26.91	1
v2013	14.16	1
v2014	13.78	1
v2015		0
v2030		0
v2040		0
v2050		0
v2058		0
v2063		0
v2069	10.93	1
v2070		0
v2072		0
v2081		0
v2087		0
v2092		0
v2103		0
v2106		0
v2107		0
v2119		0
v2128	4.08	1
v2129		0
v2131		0
v2134	16.84	1
v2135		0
v2151		0
v2152		0
v2153	11.11	1
v2154	65.86	1
v2155		0
v2163		0
v2185		0
v2186		0
v2196	20.99	1
v2197		0
v2202	17.84	1
v2203		0
v2233		0
v2234	6.09	1
v2235		0
v2247	43.09	1
v2248		0
v2251		0
v2252		0
v2262		0
v2283		0
v2284		0
v2295		0
v2312		0
v2315	0.91	1
v2316		0
v2321		0
v2341		0
v2344		0
v2351		0
v2386		0
v2387		0
v2388		0
v2391		0
v2402		0
v2423		0
v2432		0
v2440		0
v2446	28.86	1
v2447		0
v2475		0
v2478	2.15	1
v2479		0
v2480		0
v2502		0
v2507		0
v2527		0
v2531		0
v2561		0
v2588		0
v2592	15.31	1
v2593		0
v2598		0
v2599		0
v2602		0
v2604		0
v2639		0
v2668		0
v2675		0
v2676		0
v2699		0
v2711	31.06	1
v2712		0
v2719		0
v2726		0
v2768		0
v2772		0
v2785		0
v2797	84.03	1
v2798	13.98	1
v2799		0
v2800		0
v2803		0
v2806	0.88	1
v2807		0
v2815		0
v2834		0
v2841	23.97	1
v2842	27.12	1
v2843		0
v2847		0
v2888		0
v2898		0
v2904		0
v2908		0
v2910		0
v2917		0
v2920		0
v2923		0
v2931		0
v2934		0
v2939		0
v2942	0.72	1
v2943		0
v2981		0
v2992		0
v2998		0
v3000		0
v3037		0
v3053		0
v3054		0
v3062		0
v3072		0
v3083		0
v3087		0
v3094		0
v3095		0
v3103		0
v3121		0
v3127	17.87	1
v3128	3.07	1
v3129	53.72	1
v3130		0
v3136	32.88	1
v3137		0
v3153		0
v3161		0
v3168		0
v3175		0
