visit_id	wifi_id	date	indices
v0	1	17207	279269;279275;279277;279280;279289;279308;279316;279328;279335;279343;279388;279391;279422;279424;279430;279447;279455;279459;279461;279468;279483;279495
v1	1	17237	487063;487074
v2	1	17390	1527562;1527567;1527571;1527576;1527580;1527584;1527604
v3	1	17391	1535863;1535866;1535870;1535873;1535888;1535891;1536163
v4	1	17392	1546022;1546026
v14	12	17251	593521;593574
v61	34	17226	413130;413157
v62	34	17257	631263
v63	34	17348	1240945;1240948;1240949
v84	49	17262	664392
v85	49	17269	713979
v86	49	17275	749520;749521;749534;749536
v87	49	17294	882368
v88	49	17296	897589;897593;897596;897597;897599;897606
v174	117	17171	31052;31057;31065;31095;31126
v176	119	17246	553873;553875;553877;553878;553880;553897
v186	127	17174	49478;49493;49498;49506;49546;49547;49553
v196	136	17283	796389;796394;796396;796399;796416;796481;797032
v218	146	17405	1616618;1616621;1616624;1616625;1616628;1616631;1616634
v227	159	17359	1318872;1318874;1318877;1318880;1318882;1318884;1318889
v230	161	17359	1322029;1322042
v238	166	17292	871222
v239	166	17299	914701
v240	166	17376	1435174;1435180;1435189;1435193;1435195;1435199;1435201;1435203;1435206;1435213;1435218
v251	172	17298	904927;904933
v261	183	17288	838347;838349;838987
v262	183	17333	1126326;1126334;1126336;1126353;1126354;1126358;1126360
v263	183	17335	1143743;1143750;1143775;1143822;1143840;1143843;1143847;1143850
v264	183	17341	1187827;1187832;1187849;1187851
v266	185	17327	1094201;1094225;1094226;1094238
v303	207	17191	166408
v322	221	17246	555619;555625
v323	221	17365	1368602;1368628
v324	221	17367	1380718;1380722
v328	227	17377	1442904;1442911;1442922;1442923
v331	230	17351	1258200;1258203;1258209;1258212;1258220;1258222;1258224;1258225;1258230;1258234
v351	248	17314	1015669;1015693;1015698;1015703;1015754;1015757
v387	268	17335	1146370;1146385;1146386;1146389;1146394;1146395
v388	269	17168	11228;11229;11382;11384
v389	269	17201	235725
v390	269	17292	873426;873437;873449;873450;873455;873459;873462;873474;873479
v391	269	17293	879590;879592
v392	269	17327	1098390;1098397
v393	269	17339	1175206;1175745
v394	269	17356	1302168
v395	269	17377	1442745;1442820
v396	269	17390	1527613;1527614;1527615;1527616;1527619;1527621;1527622;1527628;1527638;1527646;1527649;1527651;1527658;1527659;1527663;1527922;1527927;1527937;1527941;1527948;1527949
v397	269	17400	1591020;1591022;1591029;1591032;1591033
v415	284	17235	471735;471739;471742;471743;471745
v457	316	17292	872162
v507	349	17264	676731;676743
v524	361	17405	1618424;1618482
v573	386	17336	1152860;1152873
v575	389	17256	619027;619028;619029;619037;619038;619043
v577	392	17325	1082128;1082163;1082485;1082495;1082707;1082737;1082742;1082755;1082888;1083144;1083374;1085177;1085549;1085880;1085882;1086036;1086195;1086241;1086402;1086486;1086496;1086621;1086628;1086713;1086725;1086728;1086751;1086756;1086758;1086773;1086781;1086785;1086789;1086794;1086801;1086813
v578	393	17264	678356;678382;678388;678397;678402;678414;678423;678459;678473;678477;678483;678571;678588;678596;678636;678641;678643;678650;678678;678698
v594	403	17205	260032;260072;260074;260076;260077
v597	406	17173	44172;44174;44191;44196;44198;44199;44211
v607	409	17398	1580877;1580881;1580886;1580892;1580894;1580900;1580902;1580903
v655	422	17380	1464997;1465009;1465011;1465021
v661	427	17255	615266;615493
v676	438	17312	998286;998290;998305;998320;998327;998342;998380;998402;998427;998512;998516;998521
v677	438	17342	1195182;1195192;1195212
v687	448	17201	234592;234605;235467;235487;235508
v688	448	17257	628038
v689	448	17313	1005065;1005069;1005076;1005078;1005080;1005081;1005086;1005088
v693	453	17182	108836;108846;108858;108881;108900;108903
v694	453	17384	1493031
v714	476	17209	291625;291628;291638;291641;291644
v762	509	17174	50700
v764	511	17285	810139;810140
v780	522	17242	521206;521211;521219;521223;521227;521237;521238;521243;521249;521252;521255;521258;521263;521266;521268;521353;521370;521378;521391;521410;521417;521425;521429;521432;521437;521448;521479;521532;521558;521565;521607;521619;521662;521675
v789	528	17345	1224075;1224078;1224081;1224091;1224093;1224096
v809	543	17338	1168292;1168298
v810	543	17339	1171852;1171856;1171894;1171898;1171906;1171925;1171956;1171957
v811	544	17235	470655;470657;470664
v820	549	17374	1425884;1425908;1426143;1426151;1426167
v828	555	17209	293530;293535;293539;293688;293692;293696;293699
v835	560	17352	1272034;1272150;1272157;1272194;1272200;1272209;1272218;1272232
v853	578	17277	758261;758267;758268;758269;758270;758286;758289;758292;758307;758310;758316;758318;758327
v855	581	17318	1039898;1040107;1040110;1040111;1040114;1040115;1040116
v862	589	17374	1424949;1424950;1424953;1424954;1424956;1424961;1424965;1424967;1424968;1425575;1425577;1425585;1425586;1425587;1425590;1425601;1425608;1425609;1425611;1425614;1425623;1425626
v884	606	17390	1530417;1530452;1530453
v885	606	17393	1551199;1551200
v902	621	17343	1208881;1208905;1208948;1208995;1209001;1209009;1209028;1209041;1209051;1209063
v915	629	17220	366241;366247;366251;366255;366256
v928	640	17223	387617;387645;387648;387652;387657;387659;387663;387695;387745;387747
v931	643	17167	1352;1357;1360;1365;1366;1369;1371;1372;1377
v949	652	17331	1114690
v950	652	17344	1215026;1215042;1215546;1215548;1215550;1215555;1215557
v999	688	17187	137480;137485;137491;137506;137514;137516;137518;137521;137781;137788;137790;137791;137792;137795;137940;137949;137951;137954;137958;137963;137965;137966;137972;137973;137976;137978;137980;139635;139842;139845;139899
v1001	691	17352	1267190;1267237;1267251;1267269
v1002	692	17290	855189;855210;855212;855286;855306;855312;855346;855373;855382
v1003	692	17311	989613
v1004	693	17373	1419406;1419420;1419489
v1034	713	17349	1250829;1250865;1250881;1250897;1250910;1250919
v1062	730	17237	493565;493570;493572;493577;493581
v1066	735	17220	366030;366064;366112;366133
v1093	759	17345	1219595;1219644
v1094	759	17353	1278231;1278341
v1095	759	17366	1372263;1372267
v1134	784	17346	1229163
v1144	792	17351	1258516;1258522;1258529;1258534;1258535;1258551;1258563;1258567;1258570;1258576;1258579;1258580;1258583;1258585;1258601;1258602;1258603;1258604;1258694;1258698;1258762;1259181
v1150	798	17386	1502524;1502535;1502543;1502615;1502629;1502647;1502649;1502655
v1152	800	17404	1609643;1609696;1609699
v1157	806	17271	726487;726490;726494;726495;726497;726556;726569;726575;726593;726594;726596;726598;726600;726604;726606;726608;726630;726634;726639;726673
v1165	813	17216	342321;342393
v1173	820	17275	747538
v1174	820	17289	841085;841089;841093;841098;841099;841103
v1175	820	17291	863751
v1176	820	17294	881364;881368
v1177	820	17296	894903;896778
v1178	820	17299	911040;915168;915175
v1179	820	17306	958515;958529;958534;958538;958542;958544;958717;958720;958721;959415
v1189	827	17338	1163626;1163636;1163644
v1190	827	17360	1327564;1327584
v1191	827	17380	1462692
v1224	854	17331	1115146;1115147;1115152;1115154;1115158;1115161;1115165;1115171;1115172;1115174;1115177;1115178;1115187;1115188;1115189;1115191;1115193
v1225	854	17352	1268369;1268381
v1226	854	17366	1370272;1370274
v1227	854	17372	1411426;1411436
v1254	860	17266	695544;695546;695564
v1271	869	17298	903680;903683;903692;903700;903701;903705;903709;903711;903715;903728
v1291	888	17208	284940;284945;284950;284952;284954;284958;284963
v1293	891	17300	919125;919153;919178;919226;919250;919922;919964;919974;920080;920100
v1345	931	17278	765718;765721;765806
v1386	936	17341	1191514;1191519;1191521;1191522;1191525;1191526;1191529;1191533;1191537
v1391	941	17292	870299;870301
v1392	942	17398	1578672;1578692;1578717;1578749
v1420	964	17292	866870;866872;866876;866877;866880;866886;866887;866890;866903;866904;866909;866910;866912;867409;867418;867423;867427;867430;867435;867438
v1421	964	17393	1550666;1550670;1550689;1550690;1550699;1550700;1550717;1550721;1550723;1550739;1550740;1550757;1550789;1550791
v1458	984	17350	1254967;1255018;1255033;1255041;1255044;1255088;1255140;1255258;1255325;1255375;1255383;1255431
v1480	995	17217	347182;347188;347190;347191;347197;347201;347211;347692;347701;347702
v1544	1052	17178	74145;74149;74151;74152;74153
v1584	1059	17211	305760;305770
v1589	1064	17345	1223961;1223969;1223986
v1613	1085	17229	433324
v1646	1110	17404	1614230;1614234;1614235;1614236;1614240;1614242
v1681	1132	17177	69283;69287;69942
v1682	1132	17179	85486;85495;85501
v1683	1133	17175	60291;60414;60415;60416;60425;60426;60431
