epoch;loss;uc_c_loss_ce;uc_c_loss_rank;uc_loss_nll_date;uc_loss_nll_month;uc_loss_nll_season;uc_loss_nll_week;uc_loss_rmse
0;619.7641734247622;36.27154076617697;47.608695652173914;1085.4223977793818;1047.1095315684443;1024.2223908797555;1047.1095315684443;64.23449342147164
epoch;loss;uc_c_loss_ce;uc_c_loss_rank;uc_loss_nll_date;uc_loss_nll_month;uc_loss_nll_season;uc_loss_nll_week;uc_loss_rmse
0;594.4316800435384;39.5412270228068;34.875;1042.9448318481445;1007.256103515625;981.8132680257162;1007.256103515625;62.52650944391886
epoch;loss;uc_c_loss_ce;uc_c_loss_rank;uc_loss_nll_date;uc_loss_nll_month;uc_loss_nll_season;uc_loss_nll_week;uc_loss_rmse
0;466.83656819661456;59.817060965078845;65.81481481481481;861.9473560474537;757.655827275029;720.5094853153935;757.655827275029;66.4875452959979
epoch;loss;uc_c_loss_ce;uc_c_loss_rank;uc_loss_nll_date;uc_loss_nll_month;uc_loss_nll_season;uc_loss_nll_week;uc_loss_rmse
0;436.9725694656372;48.18991029262543;60.8125;781.0547122955322;725.5694427490234;685.7624130249023;725.5694427490234;55.886950850486755
epoch;loss;uc_c_loss_ce;uc_c_loss_rank;uc_loss_nll_date;uc_loss_nll_month;uc_loss_nll_season;uc_loss_nll_week;uc_loss_rmse
0;339.0853746990825;66.41298302938772;83.86046511627907;690.09511974246;517.8377678449764;470.85260009765625;517.8377678449764;54.3423272953477
1;613.8617726201596;31.876093076623004;36.0;1083.64367410411;1045.68433147928;1024.642304793648;1045.68433147928;42.32509032539699
1;583.0439542134603;33.80670221646627;35.875;1033.526087443034;994.1587320963541;969.5845616658529;994.1587320963541;35.223480224609375
1;452.6314471209491;37.74759010032371;67.44444444444444;847.6064837420428;743.4320565682871;712.8633795844185;743.4320565682871;34.75516997443305
1;430.7015018463135;32.93459355831146;54.9375;778.8739624023438;724.2588396072388;686.6850395202637;724.2588396072388;36.076839327812195
2;598.4335287342901;31.16162739629331;39.17391304347826;1055.4160607379415;1019.4370329483696;998.3656589673913;1019.4370329483696;38.80009137029233
2;586.856061299642;32.27757167816162;33.083333333333336;1038.245346069336;1002.6479619344076;979.8361867268881;1002.6479619344076;33.109257539113365
2;454.8526125307436;37.266621907552086;54.55555555555556;851.053136754919;751.4132871274595;722.1042322229456;751.4132871274595;34.89056558962221
1;325.1695730519849;40.447778879210006;81.23255813953489;678.5316240177598;502.7056927348292;463.0857008113417;502.7056927348292;30.911627481150074
3;613.7742309570312;31.075980808423914;38.52173913043478;1081.5717508067255;1045.5627335258152;1025.9549746306045;1045.5627335258152;40.147476279217265
2;424.20261573791504;33.41011095046997;53.8125;765.952507019043;713.9026317596436;676.5497064590454;713.9026317596436;34.92183065414429
3;571.2162907918295;32.90598718325297;31.875;1011.3108978271484;975.6926905314127;951.9846827189127;975.6926905314127;33.43686099847158
3;444.48277565285014;37.30170038011339;57.96296296296296;837.6770177770544;730.294595223886;700.6912050600405;730.294595223886;35.77788988749186
4;603.9940026324729;30.493260839711066;37.17391304347826;1061.4905342433763;1030.5907221255095;1010.192995817765;1030.5907221255095;39.850996515025265
4;598.3688697814941;30.497448444366455;32.041666666666664;1052.4445317586262;1024.5494766235352;1002.7800801595052;1024.5494766235352;34.80205742518107
2;322.9468901878179;41.169540848842885;78.18604651162791;679.3308552586755;497.7532022165698;458.4059827937636;497.7532022165698;31.241125239882358
3;423.695839881897;32.84942418336868;52.96875;765.9727840423584;713.212887763977;676.2824897766113;713.212887763977;34.30343633890152
4;448.0589350947627;36.608133174754954;56.074074074074076;843.597491229022;738.5417141384548;708.7000528971354;738.5417141384548;33.15888648562961
5;617.6650284476902;30.52605687017026;36.391304347826086;1091.9656929347825;1051.381639563519;1032.2448703931725;1051.381639563519;41.17360214565111
5;577.5732447306315;31.79871900876363;28.416666666666668;1024.115353902181;988.1144866943359;964.8134587605795;988.1144866943359;31.93141706784566
4;428.5829906463623;33.24025362730026;49.375;774.6948280334473;722.6284141540527;685.9381265640259;722.6284141540527;34.342061936855316
3;327.31492259890535;40.9374683291413;84.65116279069767;683.9675761378089;504.15174049554867;465.0011532805687;504.15174049554867;31.52968477648358
5;441.7950450755932;37.05445741724085;61.851851851851855;827.1059027777778;726.4918371129919;697.1569146050347;726.4918371129919;35.08404329087999
6;605.1060618524966;30.596814031186312;39.08695652173913;1064.5774668817935;1032.401836892833;1011.8056507939878;1032.401836892833;37.31150386644446
6;583.1427268981934;30.525532166163128;27.958333333333332;1028.91636912028;998.5339914957682;976.2805480957031;998.5339914957682;34.653985381126404
7;608.5073136039402;31.01028649703316;39.34782608695652;1065.2671057659647;1037.5511129628057;1018.1827711022419;1037.5511129628057;42.37347436987835
5;417.8050184249878;33.5174657702446;50.375;754.8305568695068;703.6260862350464;666.4375534057617;703.6260862350464;35.10150474309921
6;461.49928905345774;36.74217195864077;51.592592592592595;868.1975165473091;762.432943838614;733.633812798394;762.432943838614;33.608074541445134
7;576.8078371683756;34.26615158716837;32.416666666666664;1023.1916122436523;984.028564453125;960.857551574707;984.028564453125;33.02147607008616
4;319.0466546346975;40.66417640863463;83.32558139534883;666.4999787086664;491.5749696243641;452.0085016294967;491.5749696243641;31.03257618394009
8;602.7483759341033;31.584991869719133;32.30434782608695;1073.5416604746943;1024.811088230299;1004.2823353643003;1024.811088230299;40.2653050629989
8;589.1841773986816;31.015679200490315;24.625;1039.3921305338542;1011.1647593180338;989.0921783447266;1011.1647593180338;31.26012146472931
7;441.04804371021413;37.58903559932002;58.81481481481482;828.6062237774885;725.3391135886864;695.3098234953703;725.3391135886864;35.15746540493436
6;430.17529582977295;32.526051461696625;44.65625;777.7703189849854;726.807731628418;690.2331581115723;726.807731628418;35.10056531429291
9;615.7265518851902;29.908420479815938;37.869565217391305;1080.0641028362772;1050.8617076044497;1031.6553557022758;1050.8617076044497;40.384274690047555
9;580.4837849934896;31.979545036951702;27.375;1028.252810160319;992.8732070922852;970.3578287760416;992.8732070922852;33.54435602823893
5;326.7993490529615;41.04721668154694;84.3953488372093;679.0424733716388;504.6601519917333;465.72975087720295;504.6601519917333;31.099871480187705
8;452.8147537796586;37.04576089647081;55.25925925925926;848.2485170717592;747.2623313621239;718.6231599030672;747.2623313621239;34.15845916889332
7;410.91099548339844;33.41432511806488;53.40625;742.8649826049805;691.3296937942505;653.4274768829346;691.3296937942505;34.00405144691467
10;614.1195121433424;30.18511515078337;36.69565217391305;1082.2590066661005;1047.3744745669158;1027.9547517195992;1047.3744745669158;38.63698494952658
10;586.1399841308594;29.87032636006673;28.791666666666668;1033.4681879679363;1004.1251983642578;981.7492319742838;1004.1251983642578;34.09318288167318
9;447.1055670844184;37.315512268631544;63.7037037037037;837.6821085611979;734.2979668511284;705.5103737160011;734.2979668511284;35.13361718919542
11;601.5886655061141;30.68898060010827;35.869565217391305;1062.3185663637908;1025.1709647800612;1004.6252998683764;1025.1709647800612;39.783751114555024
8;426.74094104766846;32.08748096227646;44.5625;772.2676334381104;721.6149053573608;685.2109632492065;721.6149053573608;32.37934720516205
6;323.0628264671148;40.81569857930028;86.69767441860465;670.2154789414517;498.570955498274;459.1443073361419;498.570955498274;30.623148008834484
11;580.1680641174316;32.73911905288696;23.833333333333332;1029.405423482259;992.5975952148438;970.3107554117838;992.5975952148438;33.128530979156494
