visit_id	wifi_id	date	indices
v16	24	17347	1130770
v42	46	17394	1538042;1538062;1538080;1538199
v43	46	17395	1541729
v102	116	17368	1326617;1326691;1326698;1326745;1326809;1326822;1326887;1326904;1326931;1326939;1326973;1327011;1327096;1327171;1327214;1327246
v108	123	17251	488521;488544;488602;488621;488648;488655
v169	157	17260	548644
v177	167	17201	155560;155572
v258	259	17369	1335324
v259	259	17411	1640036
v318	319	17380	1432005;1432099;1432176;1432341;1432349;1432394;1432475;1432532;1432579;1432688;1432691;1432855;1432940
v327	328	17362	1266637;1266638;1266746;1266754
v403	392	17265	578688;578709;578714;578719;578721;578744;578757;578759;578777;578791;578848
v481	459	17359	1236694
v657	639	17391	1515507;1515523;1515527
v665	649	17368	1321521;1321584
v677	660	17419	1681507;1681511;1681512;1681514;1681523;1681524;1681526;1681528;1681529
v701	681	17402	1580638;1580667
v736	714	17330	1024167;1024171;1024175;1024185;1024186
v749	724	17301	823160;823164;823166;823167;823168;823169;823171;823173
v760	732	17247	459572
v794	759	17222	298035;298048;298063;298071;298073;298098;298100;298111;298116;298121;298128
v834	816	17201	153311;153348;153350;153384;153387;153388
v839	821	17186	45263;45274;45290;45298;45326
v903	868	17219	279072;279074;279077;279082;279084
v1021	969	17211	224627;224629;224630;224633;224635;224649
v1070	1006	17307	868748;868780;868792;868795;868807;868809;868833;868892;868947;868976;869045
v1128	1062	17223	307229;307242;307276;307280;307284;307285;307287;307338
v1129	1062	17237	394897;394931;394950
v1130	1062	17251	489566;489582;489586;489590;489591;489596;489597
v1242	1173	17204	175994;176026
v1413	1348	17416	1664733;1665721;1665754;1665757;1665758;1665759;1665760;1665762;1665765;1665769;1665770;1665771;1665772
v1643	1605	17194	104033;104045
v1708	1672	17183	25796;25807;25810
v1821	1775	17390	1510034
v1822	1776	17270	611408;611440;611444
v1870	1826	17300	815052
v1871	1826	17356	1212884;1213043
v2018	1984	17390	1511993;1512035;1512079;1512087;1512111;1512112
v2099	2076	17295	786431;786452;786459;786465;786486;786508;786510
v2109	2085	17317	934320;934323;934324;934325
v2326	2319	17223	306544;306548;306552
v2404	2401	17229	342720;342726;342731;342733;342736;342737;342740
v2476	2479	17376	1394066;1394251;1394476;1394559;1395287;1395564
v2481	2486	17198	134870;134871;134872;134877;134888;134899;134906;134909;134912;134913;134925;134941;134971;134973;134980;134981;134992;134993;135062;135067;135074;135083;135088;135092;135095;135113;135117;135147;135149;135157;135190
v2539	2551	17411	1639439;1639591;1639616;1639638;1639680;1639726
v2541	2554	17366	1307297;1307299;1307300;1307317;1307319;1307324;1307325
v2554	2564	17358	1228272;1228279;1228282
v2617	2611	17374	1372938;1373024;1373025;1373048;1373077;1373089;1373124;1373147;1373154;1373156;1373173;1373181;1373194
v2751	2744	17231	358832;358840
v2939	2910	17222	300202;300235
v2955	2926	17238	400221;400227;400228;400236;400307
v2997	2970	17201	160012;160014;160016;160020;160106;160112;160124;160139;160141;160145;160146;160152;160156;160200;160261;160267;160268
v3142	3097	17407	1614538;1614545
v3337	3296	17383	1458195;1458199;1458204;1458205;1458206;1458257;1458259;1458264;1458272;1458276
v3387	3357	17229	342792;342801;342803;342807
v3388	3357	17284	698642;698645;698646
v3389	3357	17347	1133027
v3390	3357	17349	1147260;1147325;1147336;1147348;1147367;1147369;1147404;1147454;1147469;1147471;1147481;1147578;1147596;1147608
v3448	3414	17371	1352261
v3457	3425	17287	719927;719938;719941;719942;719951;719955;720007;720010;720041;720051;720053;720059;720060;720062
v3480	3450	17295	785425;785427;785448
v3502	3478	17395	1542456;1542539;1542699;1542711;1542713;1542818
v3503	3478	17396	1548765;1548778;1548783;1548788
v3516	3495	17343	1098129;1098136;1098166;1098181;1098193;1098195;1098197;1098198
v3521	3501	17286	714488
v3530	3513	17196	111323;111329;111338;111340;111347
v3534	3519	17382	1449559;1449581
v3745	3734	17186	45792;45798;45799;45814;45830;45855;45896;45901
v3840	3834	17225	321607;321615;321662
v3841	3834	17267	592563;592574;592576
v3842	3834	17313	912152;912157;912167;912177;912179;912181
v3843	3834	17347	1131907;1131923;1131937;1131966;1132030;1132074;1132084;1132110;1132254;1132281;1132291;1132353;1132374;1132431;1132449;1132458;1132489;1132490;1132537
v3844	3834	17358	1230044;1230062;1230106;1230121;1230129;1230137;1230144;1230152;1230162;1230183;1230191;1230207;1230214;1230216
v3845	3834	17372	1359053;1359058;1359068;1359076;1359095;1359111;1359158;1359177;1359220;1359261
v3846	3834	17395	1543279;1543318;1543323;1543337;1543342;1543344;1543345;1543351;1543352;1543364;1543366;1543368;1543372
v3870	3860	17179	2426;2429;2432;2437;2440;2442;2445
v3884	3877	17285	706837
v3885	3877	17355	1207162;1207199;1207292;1207504
v3900	3901	17182	16291;16293
v3901	3901	17403	1586666;1586679;1586713;1586718
v3949	3965	17279	663461;663462;663465;663466;663490
v3954	3970	17208	202780;202785;202792;202801;202805;202851;202864;202899;202902
v3955	3970	17250	480791;480848;480886;480889
v3970	3986	17222	301889;301916;301929
v3971	3986	17274	633087;633097
