visit_id	wifi_id	date	indices
v17	55	17203	170081;170082;170087;170089;170092;170093;170094;170095;170096;170103;170106
v92	254	17202	161735;161747;161782;161900;161938;161984;161990;162121;162233;162234;162235;162262;162273;162587;162588;162598;162603;162616;162618
v136	373	17180	64195;64304;64458;64463;64465;64482;64483
v158	405	17168	9524;9527;9549;9562;9570;9573;9579;9580;9588
v171	452	17167	6173;6202;6247;6251;6270;6417;6420;6464;6542
v232	589	17198	140704;140705;140736;140738;140743;140775
v316	787	17177	52191;52194;52204;52206;52207
v371	941	17224	256812;256815;256942;256949;256986
v445	1118	17211	199903;199913;199916;199948;200001;200002;200003;200004;200071;200078;200081
v446	1125	17205	176458;176485;176497;176502;176506;176539
v473	1186	17181	67694;67702;67716;67803;67814;67824
v593	1511	17213	208120;208121;208123;208139
v604	1548	17187	95776;95778;95780
v605	1548	17207	186769;186770;186798;186800
v693	1746	17179	58758;58766;58769;58782
v694	1746	17185	84538;84544;84561;84567
v695	1746	17206	183082;183088;183094
v758	1911	17168	11835;11840;11843;11844;11893;11904
v790	1988	17195	123784;123794;123799;123876;123887;123901;123973;123989;123992;123993;124037
v844	2145	17178	55864;55882;55887
v848	2157	17188	101472;101473;101478;101479;101480;101482
v920	2373	17219	235582;235584;235587;235588;235603;235630;235631
v975	2486	17215	219041;219044;219045;219059;219070
v1048	2690	17196	130469
v1114	2848	17191	110742;110745;110780;110781;110829;110837
v1220	3099	17170	22018;22019;22108;22168;22226
v1353	3419	17189	104550;104554;104575;104640;104642
v1449	3687	17180	62594;62595;62615;62620;62630;62654;62655
v1465	3739	17204	174693;174695;174702;174715;174730;174731
v1466	3739	17211	200062;200065;200068;200182
v1527	3850	17176	49159;49188;49194;49247;49260;49315;49351;49352;49354;49365
v1528	3850	17191	111348;111349;111352
v1529	3850	17196	131189;131191;131192
v1755	4409	17176	49058;49059;49061;49062
v1773	4455	17168	10577;10595;10635;10828;10830;10842
v1796	4517	17196	131456
v1858	4668	17187	94428;94438;94477;94547;94589;94590;94592;94596;94610;94700;94703
v1859	4668	17199	145815;145822;145826;145829;145853;145856;145866;145870;145872
