visit_id	wifi_id	date	indices
v156	144	17185	126217;126222;126300
v386	375	17335	1131996;1132005;1132006;1132009;1132012;1132014;1132016;1132026;1132030;1133107;1133109;1133118;1133144;1133155;1133177;1133178;1133763;1133770;1133796;1133893;1133900;1133928
v391	384	17220	364184
v490	474	17197	197669;197687;197693;197694;197699;197700;197702;197704;197705;197706;197713;197718;197719;197728;197733;197972;197990;198021;198032;198051;198052;198072;198079;198094;198120;198244;198255;198266;198267
v540	525	17192	173334;173354;173355;173357
v560	544	17184	121874;121879;121881;121887;121891;121892;121893;121896;121897;121900;121901;121902;121904;121910
v611	595	17333	1115414;1115435;1115460
v642	638	17311	984202;984241;984244;984428;984488;984490;984500;984507;984508;984509;984510;984511;984518;984520;984521;984529;984531;984819;984823;984828;984829;984832;984836;984847;984877;984898;984917;984929;984940;984943;984946;984952;984953;984973;984974;984975;984976;984981;984983
v669	662	17288	833655;833670;833676;833682;833690;833695;833710;833714
v678	672	17172	38981;39393;39418;39441
v745	733	17344	1200706;1200793;1200798;1200801;1200812;1200831;1200836;1200851;1200854;1200855;1200863;1200877;1200885;1200889;1200896;1200983;1200986;1200987;1200988;1200993;1200999;1201002
v755	745	17179	81954;81964;81966;81968;81969;81977;81979;81980;81982;81983;81989;81993;81998;81999;82002;82006;82007;82008;82010;82015;82039;82102;82923;82926;82934;82965;82989;83002
v936	929	17307	963401;963412;963418;963420;963422;963446;963450;963456;963465;963469;963481;963497;963570;963571;963572;963573;963575;963576;963583
v966	967	17226	409734;409735;409738;409740;409743;409750;409785;409789;409805;409807;409832;409863;409865;409911;409915;409941;410042
v981	985	17335	1133237;1133246;1133258;1133315;1133318;1133331;1133336;1133377;1133378;1133413;1133436;1133444
v1055	1066	17196	194218;194237;194252;194267;194275
v1060	1072	17287	824654;824664
v1092	1095	17193	177843
v1093	1095	17265	681284;681292;681295;681310;681316;681346;681374;681380;681392;681411;681412;681437;681444;681459;681464
v1105	1104	17249	564915;564928;564941;564942;564945;564950;564954;565483;565486;565492
v1237	1251	17222	372738;375505;375537;375820;376297
v1238	1251	17244	530562;530563
v1485	1460	17189	152748;152750;152754;152755;152766;152767;152769;152772;152774;152786;152878;152880
v1549	1529	17269	708397;708405;708410
v1550	1529	17330	1099730;1099748
v1590	1573	17292	867331;867335;867337;867339;867342;867344;867345;867347;867351;867353;867359;867367;867378;867503;867631;867633;867676;867683;867688;867704;867711;867714;867724;867725;867726;867734;867736;867749;867752;867755;867764;867783;867790;867795;867804
v1591	1574	17249	569242;569246;569269;569510;569522;569653;569655;569660;569673
v1694	1685	17169	17777;17854;17976;17987;18014;18019;18030
v1695	1685	17188	143723;145386
v1696	1685	17295	882985;883002;883004;883008;883013;883035;883052;883715;883730
v1697	1685	17319	1038095;1038101;1038117;1038120;1038122;1038123
v1707	1691	17239	499099
v1708	1691	17283	793983
v1723	1701	17167	6202;6423;6424;6430;6433;6449
v1883	1869	17347	1220389;1220394;1220397;1220401
v2050	2057	17200	225189
v2093	2094	17347	1226099;1226106;1226183
v2214	2209	17192	170033
