index	wifi_id	ts	area	dwell_time
435	4825	1483241136	out	215
436	4825	1483241136	max	215
566	22431	1483242354	max	841
567	22431	1483242354	out	89
652	4825	1483243653	max	27
654	4825	1483243658	out	20
1108	24184	1483246937	max	2734
1109	24184	1483246943	out	1133
1125	24184	1483247051	jk3	254
1126	24184	1483247051	sensor18	3
1127	24184	1483247051	indi-brand	253
1129	24184	1483247051	jk2	254
1130	24184	1483247051	in	289
1131	24184	1483247054	indi-brand2	250
1132	24184	1483247054	sensor19	64
1153	24184	1483247119	sensor15	53
1154	24184	1483247119	center	186
1169	24184	1483247171	ent2	54
1170	24184	1483247172	out2	13
1175	24184	1483247186	sensor18	39
1183	24184	1483247225	jk	80
1184	24184	1483247226	sensor9	19
1191	24184	1483247245	sensor10	16
1192	24184	1483247262	sensor9	15
1193	24184	1483247277	sensor4	19
1196	24184	1483247297	sensor17	7
1622	24184	1483248930	out	762
1623	24184	1483248932	center	10
1624	24184	1483248932	in	10
1625	24184	1483248933	out1	9
1733	13340	1483249633	max	2223
1760	13340	1483249732	out	2123
1766	13340	1483249746	in	2109
1768	13340	1483249751	jk3	210
1769	13340	1483249751	indi-brand2	25
1770	13340	1483249751	indi-brand	36
1771	13340	1483249751	sensor17	25
1779	13340	1483249776	sensor19	11
1780	13340	1483249788	jk2	173
1781	13340	1483249788	sensor18	173
1798	13340	1483249962	center	1772
1800	13340	1483249962	ghi	1648
1801	13340	1483249962	sensor15	92
1840	13340	1483250054	sensor5	89
1841	13340	1483250054	bcd	1294
1875	13340	1483250144	sensor14	153
1893	13340	1483250298	sensor6	242
1896	4825	1483250321	max	249
1897	4825	1483250336	out	220
1899	4825	1483250344	in	83
1908	4825	1483250367	sensor8	16
1913	4825	1483250384	sensor17	30
1928	13340	1483250540	sensor1	446
2070	13340	1483250987	sensor14	226
2099	13340	1483251214	sensor15	134
2133	13340	1483251349	ef	262
2134	13340	1483251349	sensor5	132
2138	24184	1483251364	out	32
2139	24184	1483251364	max	32
2141	24184	1483251365	in	29
2165	13340	1483251482	sensor15	128
2215	13340	1483251611	sensor7	123
2359	24184	1483252134	max	109
2367	49445	1483252148	max	21
2368	49445	1483252148	out	21
2370	49445	1483252161	sensor5	5
2371	49445	1483252161	in	7
2372	49445	1483252161	bcd	6
2373	49445	1483252161	center	6
2374	24184	1483252184	out	48
2506	4825	1483252750	max	262
3286	6721	1483255071	max	720
3506	4505	1483255854	max	561
3631	35458	1483256474	max	36
3774	13056	1483257231	max	194
3781	13056	1483257286	out	132
3782	13056	1483257297	indi-brand2	8
3783	13056	1483257297	jk3	13
3784	13056	1483257297	in	79
3785	13056	1483257297	indi-brand	8
3786	13056	1483257298	out2	6
3787	13056	1483257305	jk2	5
3788	13056	1483257305	jk	5
3789	13056	1483257305	center	71
3790	13056	1483257305	ef	71
3791	13056	1483257308	sensor9	2
3792	13056	1483257310	sensor4	9
3794	13056	1483257320	sensor7	56
4071	13056	1483258337	max	92
4072	13056	1483258338	out	64
4094	11175	1483258446	max	368
4095	11175	1483258447	sensor19	184
4096	11175	1483258447	in	368
4097	11175	1483258447	indi-brand2	184
4098	11175	1483258447	out	368
4099	11175	1483258447	jk3	185
4100	11175	1483258447	indi-brand	185
4146	11175	1483258632	sensor19	29
4151	11175	1483258661	counter	121
4152	11175	1483258663	sensor7	81
4153	11175	1483258663	ef	152
4154	11175	1483258663	center	152
4171	18409	1483258710	max	7
4175	11175	1483258744	sensor2	38
4184	11175	1483258782	sensor3	32
4514	20980	1483259900	max	40
4517	20980	1483259908	out	2
4758	16592	1483260858	max	650
4770	16592	1483260887	out	620
6112	5545	1483266167	max	715
6149	5545	1483266372	out	493
6222	20980	1483266750	max	141
6225	20980	1483266768	out	124
6802	20980	1483270456	max	4
7005	20980	1483271962	max	193
7008	20980	1483271976	out	178
7025	20980	1483272073	in	69
7026	20980	1483272074	center	23
7027	20980	1483272074	sensor15	13
7029	20980	1483272088	out2	9
7033	20980	1483272098	sensor10	23
7034	20980	1483272098	jk3	25
7036	20980	1483272121	out2	2
7313	4505	1483275112	max	60
7410	12036	1483319592	max	84
7411	12036	1483319593	out	6
7629	12036	1483324411	max	2198
7640	4824	1483324795	max	1803
7642	4824	1483324812	out	3
7726	4824	1483325875	out	638
7759	32167	1483326186	max	21
7783	4824	1483326456	in	7
7796	31801	1483326592	max	122
7798	31801	1483326607	out	136
7807	12775	1483326755	max	206
7809	12775	1483326766	out	131
7810	12775	1483326766	in	75
7928	12036	1483328057	max	631
8200	12775	1483329845	max	97
8205	12775	1483329862	out	36
8207	29365	1483329882	max	53
8208	29365	1483329883	out	20
8569	28564	1483332328	max	10
8593	29365	1483332535	max	11
9331	43970	1483336970	max	207
9332	43970	1483336997	out	103
9353	19353	1483337160	max	752
9354	19353	1483337160	out	747
9410	48061	1483337525	max	560
9618	19353	1483338906	max	81
9700	47346	1483339443	max	241
9701	47346	1483339448	out	236
9702	47346	1483339449	in	184
9703	47346	1483339449	out1	2
9704	47346	1483339451	sensor5	92
9705	47346	1483339451	center	176
9706	47346	1483339451	bcd	97
9712	47346	1483339544	ghi	4
9713	47346	1483339544	sensor14	2
9714	47346	1483339549	sensor5	22
9717	47346	1483339572	out2	22
9718	47346	1483339594	jk2	33
9719	47346	1483339594	jk	33
9720	47346	1483339594	jk3	33
9721	47346	1483339597	out2	10
9725	47346	1483339607	sensor4	16
9730	47346	1483339624	indi-brand2	2
9731	47346	1483339624	sensor19	2
9732	47346	1483339624	indi-brand	2
9738	47346	1483339628	sensor4	5
9881	47346	1483340445	max	521
9928	47346	1483340916	out	49
9992	35458	1483341122	max	88
9993	35458	1483341123	out	57
10022	36040	1483341274	max	33
10044	31273	1483341391	max	41
10151	47346	1483341921	out	1960
10152	47346	1483341921	max	1969
10204	11817	1483342011	max	584
10308	11817	1483342576	out	13
10616	4062	1483344480	max	697
10700	36953	1483344831	max	763
10712	36953	1483344872	out	721
10720	36953	1483344892	in	680
10841	36953	1483345552	ghi	20
10842	36953	1483345552	center	20
10843	36953	1483345553	sensor16	19
10866	33565	1483345770	max	286
10867	33565	1483345776	out	280
10956	25178	1483346207	out	691
10957	25178	1483346207	max	759
11002	4062	1483346405	max	364
11016	4062	1483346527	out	243
11067	25178	1483346846	sensor16	7
11068	25178	1483346846	in	10
11505	13840	1483349009	max	33
11514	25178	1483349056	max	3
11672	10183	1483349767	max	16
11791	35458	1483350367	max	61
11792	35458	1483350367	out	60
13060	10183	1483355688	max	4
13076	9400	1483355810	max	106
13079	9400	1483355864	out	53
13116	25514	1483356073	max	12
13671	19353	1483358639	max	72
13674	19353	1483358694	out	9
13938	14143	1483360630	max	47
14054	17075	1483361125	max	28
14061	17075	1483361144	out	3
14160	35458	1483362230	max	30
14219	25514	1483365075	max	281
14220	25514	1483365095	out	239
14250	5132	1483366166	max	469
14292	25151	1483406626	out	6
14293	25151	1483406626	max	7
14636	48051	1483412727	max	1118
14649	48051	1483412839	out	942
14690	48051	1483413404	indi-brand	8
14691	48051	1483413404	indi-brand2	8
14692	48051	1483413404	ent2	9
14693	48051	1483413404	jk2	7
14694	48051	1483413404	in	104
14695	48051	1483413404	center	7
14696	48051	1483413404	jk3	9
14697	48051	1483413404	jk	7
14698	48051	1483413405	sensor9	5
14867	19353	1483415300	max	6
14902	25178	1483415563	max	48
14984	25178	1483416334	max	40
15014	32167	1483416625	out	9
15337	26851	1483419559	max	49
15348	26851	1483419582	out	23
15371	13840	1483419788	max	34
15372	28377	1483419797	max	6
15596	28377	1483421423	out	212
15597	28377	1483421424	max	233
15600	28377	1483421452	in	169
15613	28377	1483421532	sensor12	2
15614	28377	1483421534	center	17
15615	28377	1483421534	sensor5	9
15616	28377	1483421534	bcd	9
15617	28377	1483421535	ent	11
15619	28377	1483421544	sensor5	7
15621	28377	1483421552	sensor14	70
16476	30319	1483426527	max	739
16477	30319	1483426528	out	733
16481	30319	1483426583	in	678
16482	30319	1483426586	sensor19	28
16483	30319	1483426586	jk3	675
16484	30319	1483426586	indi-brand2	675
16485	30319	1483426586	indi-brand	675
16487	30319	1483426615	sensor7	61
16488	30319	1483426615	ef	271
16489	30319	1483426615	center	611
16499	30319	1483426676	sensor15	12
16500	30319	1483426676	ghi	549
16506	30319	1483426689	sensor14	18
16507	30319	1483426707	bcd	134
16508	30319	1483426707	sensor5	14
16513	30319	1483426721	fitting1	7
16514	30319	1483426723	sensor6	6
16517	30319	1483426729	sensor6	111
16530	30319	1483426841	sensor5	7
16533	30319	1483426849	sensor14	31
16548	30319	1483426881	sensor15	4
16549	30319	1483426886	sensor7	11
16552	30319	1483426898	ent2	3
16553	30319	1483426898	sensor17	3
16554	30319	1483426901	sensor17	48
16562	30319	1483426949	out1	276
