visit_id	wifi_id	date	indices
v0	1	17172	50245;50255;50273;50314;50318;50505;50716;50749
v1	1	17174	69550;69566;69702;69752;69957;69987;70146
v6	5	17214	360657;360660;360662;360665;360672;360693;360719;360756;360763
v10	10	17199	236378;236385;236386;236390;236397;236398;236431
v94	61	17204	270430;270432;270433;270480;270535;270626;270659;270685;270694;270695;270774;270869;270882;270941;270970;270989
v149	92	17257	677774;677797;677834
v150	92	17355	1214621
v153	95	17228	484030
v154	95	17292	875873
v156	97	17405	1472210;1472223
v169	103	17182	132637;132639;132642;132643;132644;132646;132647;132649;132660;132661;132667;132678;132687;132704
v170	103	17201	251113;251118;251138;251224;251226
v171	103	17202	257863;257891;257913;257976
v172	103	17338	1124217;1124228;1124229
v173	103	17371	1297319;1297320;1297333;1297387;1297399;1297404;1297409;1297415;1297425;1297467;1297530;1297589;1297614;1297635;1297668;1297699;1297704;1297706;1297712;1297717;1297758;1297760;1297765;1297766;1297771;1297774;1297776;1297790;1297803;1297808;1297811
v174	103	17379	1335916
v175	103	17391	1392493;1392494;1392525;1392526;1392554;1392564;1392567;1392574;1392577;1392579;1392581;1392624;1392625;1392633;1392645;1392646;1392657;1392663
v242	116	17338	1122533;1122535;1122536;1122538;1122540;1122543;1122576;1122586;1122600
v244	119	17292	872995;873045
v264	131	17270	754014;754028;754125;754227;754228;754282;754411;754413
v281	138	17223	439125;439132;439146;439147;439150
v282	138	17237	556559;556562
v283	138	17300	908120;908123
v284	138	17321	1022927;1022938;1022941
v285	138	17391	1391398
v323	155	17229	488587;488588;488597;488603;488604;488608;488609;488610;488618;488625;488635;488636;488640;488645;488661;488668;488670;488697
v324	155	17367	1276271;1276280;1276281;1276282;1276283;1276284;1276288;1276289;1276292;1276293;1276297;1276299;1276304;1276310;1276312;1276339;1276344;1276349;1276352;1276363;1276364;1276366;1276370;1276372
v325	155	17376	1320969;1320973;1320977;1320996
v365	168	17372	1301854;1301864;1301875
v366	168	17391	1391249;1391406
v367	169	17301	916097;916110;916115;916117;916118;916185;916190;916207
v368	169	17303	924487
v403	190	17301	915181;915182;915187;915257;915269;915271;915296;915376;915427;915440;915448
v476	229	17248	626935;626966;626970;626988
v477	229	17314	981104;981117
v503	245	17209	310740;310751;310759;310760;310771;310780;310795;310796;310797;310798;310802;310820;310825;310831;310849;310850
v504	246	17377	1327200;1327313;1327344
v523	262	17271	759797;759829;759835;759841;759844
v524	262	17333	1097997;1098034
v574	289	17239	577759;577770;577786;577832;577840;577884
v575	289	17240	584276;584285;584304;584336
v576	289	17242	595205;595209
v577	289	17342	1145411
v619	315	17300	907826;907830
v620	315	17303	925479;925530;925551;925564;925566;925582;925592;925593;925597
v644	335	17176	80879;80888;80914
v645	335	17285	833472;833485
v667	347	17178	100431;100432;100435;100437;100438;100442;100450;100459;100467
v668	347	17216	375246;375247;375251;375271;375273;375276;375329;375356;375442;375448;375455;375483
v669	347	17285	834723;834726;834727;834731;834732;834735;834737;834738;834739;834741;834745;834748
v670	347	17352	1198171;1198172;1198173;1198174;1198176;1198177;1198179;1198180;1198181;1198182;1198188;1198189;1198190;1198202;1198220;1198221
v671	347	17353	1207114;1207116;1207119;1207130;1207134;1207137;1207233;1207259;1207267;1207270;1207276;1207290;1207308;1207388;1207389
v672	347	17402	1454738;1454739;1454741;1454744;1454745;1454746
v691	359	17229	491984;492091;492122;492199;492407;492486;492573;492727
v700	365	17340	1133081
v721	375	17274	774543;774545;774561;774562;774588;774603;774622;774623;774628
v723	377	17182	132654;132663;132672;132677;132680;132682;132701;132828;132854
v725	379	17299	905070;905081;905111;905126;905150;905155;905181;905182;905190;905210;905260;905287
v758	402	17391	1391774;1391784;1391826;1391859;1393793;1393886
v797	417	17228	483427;483448;483477;483507;483542;483650;483682
v798	418	17243	601183;601192;601194;601198;601200;601208;601221;601229;601305;601308;601359;601404;601408;601450;601492;601579;601586;601649;601650;601885;601888
v799	418	17250	640890;640905;640933;640948;640949;640951;640967;641018
v860	441	17182	134982;134993
v861	441	17370	1292061
v909	469	17217	386433;386507
v910	469	17219	405937
v915	474	17182	137961;137965;137968;137969;138001;138005;138006;138020;138023;138030;138031;138054;138070;138132;138140;138141;138154
v916	474	17361	1247455
v996	516	17200	238540;238543
v997	516	17371	1297418;1297424;1297426
v1015	527	17167	2130;2147;2191;2217;2229;2236;2240;2244;2270
v1025	534	17171	36800;36908;36995;37064;37066;37121;37155;37175;37179;37191;37268;37280;37293;37373
v1027	536	17174	66899
v1028	536	17180	118190;118197;118206;118229;118231;118257
v1029	536	17297	896067;896068
v1030	536	17298	898410;898412;898414;898434;898450;898458;898459;898462;898463;898465;898466;898499;898508;898511;898520;898522;898565;898608;898611;898657;898664;898665;898676;898689;898704;898713;898719;898721;898722;898728;898734;898735;898747;898752;898777;898807;898810;898811;898814;898835;898837;898838
v1039	540	17344	1159358;1159369;1159377
v1078	572	17193	198005;198006;198008;198009;198010;198011;198012;198013;198014;198017;198018;198019;198042
v1079	572	17242	592960;592961;592962;592963
v1086	577	17195	208068;208069;210341;210379;210383;210402;210449;210501
v1087	577	17196	216801;216907;217057;217131
