index	wifi_id	ts	area	dwell_time
64	5581	1483236881	out	648
117	14394	1483238992	out	50
363	5581	1483240941	out	380
1154	4597	1483247141	out	7
2163	34757	1483253328	out	81
2668	37700	1483256036	out	63
2826	46460	1483256833	out	557
2837	46460	1483256899	1f	491
2838	46460	1483256899	1f-left-3	490
2839	46460	1483256899	in	491
2870	46460	1483257026	2f-stair	124
2871	46460	1483257026	2f	124
2883	46460	1483257090	2f-left-1	22
2917	46460	1483257234	1f-left-2	155
2918	46460	1483257234	1f-right-2	156
2928	46460	1483257295	1f-right-3	95
2978	26104	1483257622	out	67
3091	4597	1483258155	out	343
3864	3195	1483262794	out	941
3866	3195	1483262824	in	902
3868	3195	1483262830	2f	833
3869	3195	1483262831	1f	867
3873	3195	1483262832	1f-right-3	823
3877	3195	1483262837	1f-left-3	760
3879	3195	1483262841	1f-left-2	811
3881	3195	1483262843	1f-right-2	748
3884	3195	1483262867	1f-left-1	692
3889	3195	1483262883	1f-right-1	683
3940	3195	1483263174	2f-left-2	490
3954	3195	1483263259	2f-right-2	63
3967	3195	1483263286	2f-stair	82
3968	3195	1483263288	2f-left-1	45
3970	3195	1483263295	2f-right-1	39
3996	17800	1483263469	out	992
3997	17800	1483263470	in	963
3998	17800	1483263470	1f	954
4002	17800	1483263476	1f-right-2	938
4004	17800	1483263478	1f-left-2	71
4015	17800	1483263531	1f-right-1	813
4072	17800	1483263880	2f	167
4073	17800	1483263888	2f-right-1	77
4100	17800	1483264259	1f-left-1	125
4101	17800	1483264275	1f-left-2	141
4107	17800	1483264393	1f-left-3	28
4109	17800	1483264399	1f-right-3	21
4203	41621	1483265252	out	42
4356	3195	1483265873	out	96
4571	15773	1483267057	out	544
4835	44567	1483268579	out	15
4857	15773	1483268691	out	38
5040	437	1483269636	out	68
5224	437	1483270658	out	61
5238	2153	1483270716	out	98
5272	42444	1483270992	out	237
5384	2153	1483271618	out	1146
5531	2153	1483272223	in	49
5883	42444	1483274194	out	40
5941	41826	1483274583	out	593
5947	41826	1483274613	in	544
5948	41826	1483274613	1f	527
5949	41826	1483274613	1f-left-2	374
5952	41826	1483274616	1f-left-3	524
5961	41826	1483274716	1f-right-2	298
5973	41826	1483274778	1f-right-3	295
5985	41826	1483274829	1f-right-1	285
5986	41826	1483274829	1f-left-1	228
6022	27336	1483274958	out	673
6023	27336	1483274958	in	665
6024	27336	1483274958	1f	663
6032	27336	1483275027	1f-right-2	568
6034	27336	1483275030	1f-right-1	483
6039	27336	1483275057	1f-left-2	557
6040	27336	1483275060	1f-left-1	532
6048	27336	1483275098	2f-stair	75
6049	27336	1483275098	2f	75
6050	27336	1483275107	2f-left-1	26
6051	27336	1483275121	2f-left-2	6
6121	36616	1483275307	out	409
6123	41621	1483275313	out	789
6139	27336	1483275582	1f-right-3	25
6144	27336	1483275599	1f-left-3	16
6284	39056	1483278722	out	33
6662	36616	1483323867	out	1499
6676	36616	1483323953	in	1311
6680	36616	1483324018	1f	1246
6682	36616	1483324079	1f-right-3	1184
6683	36616	1483324080	1f-left-3	1176
6686	36616	1483324093	1f-left-2	1163
6687	36616	1483324119	1f-right-2	1114
6689	36616	1483324163	1f-left-1	1040
6698	36616	1483324217	1f-right-1	1008
6706	36616	1483324338	2f	862
6707	36616	1483324338	2f-left-1	593
6708	36616	1483324343	2f-right-1	411
6712	36616	1483324351	2f-left-2	313
6714	36616	1483324359	2f-right-2	517
6763	17711	1483325189	out	1264
6794	17711	1483325392	in	1046
6795	17711	1483325392	1f	1046
6820	17711	1483325658	1f-right-1	10
6849	4437	1483325995	out	52
6875	17711	1483326358	1f-right-2	61
6876	17711	1483326360	1f-left-2	4
6881	17711	1483326409	1f-right-3	24
6882	17711	1483326416	1f-left-3	22
7107	49307	1483330108	out	528
7108	49307	1483330124	in	458
7109	49307	1483330124	1f	437
7111	49307	1483330133	1f-left-3	391
7113	49307	1483330153	1f-left-2	406
7116	49307	1483330179	1f-right-1	361
